Log_ID,Resource_ID,Log_Source,Log_Timestamp,Security_Event_Count,Carbon_Factor,Cloud_Provider
LOG314,VM100266,Stackdriver,2026-01-14 02:00:00+00:00,1,0.31,Azure
LOG315,VM100059,CloudWatch,2026-01-14 03:00:00+00:00,0,0.35,AWS
LOG316,VM100043,Stackdriver,2026-01-14 04:00:00+00:00,5,0.53,Azure
LOG317,VM100141,AzureMonitor,2026-01-14 05:00:00+00:00,1,0.54,Azure
LOG318,VM100283,Stackdriver,2026-01-14 06:00:00+00:00,2,0.39,Azure
LOG319,VM100224,Stackdriver,2026-01-14 07:00:00+00:00,3,0.53,Azure
LOG320,VM100089,CloudWatch,2026-01-14 08:00:00+00:00,5,0.5,GCP
LOG321,VM100144,AzureMonitor,2026-01-14 09:00:00+00:00,0,0.43,GCP
LOG322,VM100160,CloudWatch,2026-01-14 10:00:00+00:00,1,0.54,Azure
LOG323,VM100222,AzureMonitor,2026-01-14 11:00:00+00:00,3,0.43,Azure
LOG324,VM100164,Stackdriver,2026-01-14 12:00:00+00:00,0,0.43,Azure
LOG325,VM100103,Stackdriver,2026-01-14 13:00:00+00:00,2,0.36,GCP
LOG326,VM100033,AzureMonitor,2026-01-14 14:00:00+00:00,1,0.52,GCP
LOG327,VM100130,Stackdriver,2026-01-14 15:00:00+00:00,3,0.34,GCP
LOG328,VM100272,AzureMonitor,2026-01-14 16:00:00+00:00,3,0.26,AWS
LOG329,VM100166,AzureMonitor,2026-01-14 17:00:00+00:00,1,0.36,AWS
LOG330,VM100111,Stackdriver,2026-01-14 18:00:00+00:00,2,0.36,Azure
LOG331,VM100063,CloudWatch,2026-01-14 19:00:00+00:00,2,0.46,GCP
LOG332,VM100169,CloudWatch,2026-01-14 20:00:00+00:00,3,0.42,Azure
LOG333,VM100120,Stackdriver,2026-01-14 21:00:00+00:00,0,0.37,GCP
LOG334,VM100109,Stackdriver,2026-01-14 22:00:00+00:00,1,0.28,Azure
LOG335,VM100039,Stackdriver,2026-01-14 23:00:00+00:00,5,0.38,Azure
LOG336,VM100163,AzureMonitor,2026-01-15 00:00:00+00:00,1,0.31,Azure
LOG337,VM100256,CloudWatch,2026-01-15 01:00:00+00:00,2,0.38,AWS
LOG338,VM100232,CloudWatch,2026-01-15 02:00:00+00:00,4,0.35,Azure
LOG339,VM100122,Stackdriver,2026-01-15 03:00:00+00:00,0,0.34,GCP
LOG340,VM100295,CloudWatch,2026-01-15 04:00:00+00:00,3,0.34,Azure
LOG341,VM100019,Stackdriver,2026-01-15 05:00:00+00:00,4,0.26,GCP
LOG342,VM100009,CloudWatch,2026-01-15 06:00:00+00:00,3,0.28,Azure
LOG343,VM100155,AzureMonitor,2026-01-15 07:00:00+00:00,2,0.48,Azure
LOG344,VM100041,Stackdriver,2026-01-15 08:00:00+00:00,2,0.4,AWS
LOG345,VM100202,AzureMonitor,2026-01-15 09:00:00+00:00,5,0.55,Azure
LOG346,VM100063,AzureMonitor,2026-01-15 10:00:00+00:00,4,0.28,AWS
LOG347,VM100025,CloudWatch,2026-01-15 11:00:00+00:00,1,0.28,Azure
LOG348,VM100224,CloudWatch,2026-01-15 12:00:00+00:00,1,0.28,GCP
LOG349,VM100189,Stackdriver,2026-01-15 13:00:00+00:00,0,0.53,AWS
LOG350,VM100133,CloudWatch,2026-01-15 14:00:00+00:00,0,0.26,Azure
LOG351,VM100039,AzureMonitor,2026-01-15 15:00:00+00:00,2,0.46,Azure
LOG352,VM100139,Stackdriver,2026-01-15 16:00:00+00:00,1,0.53,GCP
LOG353,VM100236,CloudWatch,2026-01-15 17:00:00+00:00,1,0.35,AWS
LOG354,VM100300,AzureMonitor,2026-01-15 18:00:00+00:00,5,0.38,AWS
LOG355,VM100268,Stackdriver,2026-01-15 19:00:00+00:00,1,0.42,GCP
LOG356,VM100251,AzureMonitor,2026-01-15 20:00:00+00:00,2,0.48,Azure
LOG357,VM100116,CloudWatch,2026-01-15 21:00:00+00:00,2,0.48,GCP
LOG358,VM100043,AzureMonitor,2026-01-15 22:00:00+00:00,4,0.5,AWS
LOG359,VM100106,Stackdriver,2026-01-15 23:00:00+00:00,0,0.27,Azure
LOG360,VM100031,CloudWatch,2026-01-16 00:00:00+00:00,0,0.45,Azure
LOG361,VM100198,CloudWatch,2026-01-16 01:00:00+00:00,3,0.28,AWS
LOG362,VM100271,Stackdriver,2026-01-16 02:00:00+00:00,2,0.48,Azure
LOG363,VM100233,Stackdriver,2026-01-16 03:00:00+00:00,1,0.5,AWS
LOG364,VM100067,CloudWatch,2026-01-16 04:00:00+00:00,2,0.37,Azure
LOG365,VM100263,CloudWatch,2026-01-16 05:00:00+00:00,3,0.31,Azure
LOG366,VM100217,CloudWatch,2026-01-16 06:00:00+00:00,5,0.34,GCP
LOG367,VM100053,CloudWatch,2026-01-16 07:00:00+00:00,3,0.51,GCP
LOG368,VM100057,CloudWatch,2026-01-16 08:00:00+00:00,0,0.52,AWS
LOG369,VM100137,CloudWatch,2026-01-16 09:00:00+00:00,3,0.45,Azure
LOG370,VM100181,AzureMonitor,2026-01-16 10:00:00+00:00,0,0.53,AWS
LOG371,VM100182,AzureMonitor,2026-01-16 11:00:00+00:00,1,0.3,GCP
LOG372,VM100221,Stackdriver,2026-01-16 12:00:00+00:00,2,0.27,Azure
LOG373,VM100190,CloudWatch,2026-01-16 13:00:00+00:00,0,0.44,GCP
LOG374,VM100217,CloudWatch,2026-01-16 14:00:00+00:00,2,0.31,AWS
LOG375,VM100142,Stackdriver,2026-01-16 15:00:00+00:00,4,0.4,Azure
LOG376,VM100056,Stackdriver,2026-01-16 16:00:00+00:00,0,0.44,AWS
LOG377,VM100113,CloudWatch,2026-01-16 17:00:00+00:00,0,0.52,GCP
LOG378,VM100137,CloudWatch,2026-01-16 18:00:00+00:00,0,0.41,Azure
LOG379,VM100116,Stackdriver,2026-01-16 19:00:00+00:00,5,0.46,Azure
LOG380,VM100202,CloudWatch,2026-01-16 20:00:00+00:00,1,0.47,GCP
LOG381,VM100138,AzureMonitor,2026-01-16 21:00:00+00:00,1,0.3,AWS
LOG382,VM100178,Stackdriver,2026-01-16 22:00:00+00:00,2,0.46,Azure
LOG383,VM100002,CloudWatch,2026-01-16 23:00:00+00:00,1,0.4,GCP
LOG384,VM100245,Stackdriver,2026-01-17 00:00:00+00:00,2,0.51,GCP
LOG385,VM100123,CloudWatch,2026-01-17 01:00:00+00:00,2,0.45,AWS
LOG386,VM100096,AzureMonitor,2026-01-17 02:00:00+00:00,3,0.29,AWS
LOG387,VM100243,AzureMonitor,2026-01-17 03:00:00+00:00,2,0.26,Azure
LOG388,VM100040,CloudWatch,2026-01-17 04:00:00+00:00,5,0.48,AWS
LOG389,VM100181,AzureMonitor,2026-01-17 05:00:00+00:00,4,0.25,AWS
LOG390,VM100242,CloudWatch,2026-01-17 06:00:00+00:00,0,0.5,GCP
LOG391,VM100149,CloudWatch,2026-01-17 07:00:00+00:00,4,0.4,AWS
LOG392,VM100049,CloudWatch,2026-01-17 08:00:00+00:00,2,0.49,Azure
LOG393,VM100232,AzureMonitor,2026-01-17 09:00:00+00:00,5,0.36,GCP
LOG394,VM100132,Stackdriver,2026-01-17 10:00:00+00:00,3,0.33,Azure
LOG395,VM100007,AzureMonitor,2026-01-17 11:00:00+00:00,2,0.46,GCP
LOG396,VM100248,CloudWatch,2026-01-17 12:00:00+00:00,2,0.46,GCP
LOG397,VM100011,CloudWatch,2026-01-17 13:00:00+00:00,3,0.51,GCP
LOG398,VM100073,AzureMonitor,2026-01-17 14:00:00+00:00,3,0.26,GCP
LOG399,VM100221,AzureMonitor,2026-01-17 15:00:00+00:00,1,0.47,AWS
LOG400,VM100194,Stackdriver,2026-01-17 16:00:00+00:00,0,0.54,GCP
LOG401,VM100279,AzureMonitor,2026-01-17 17:00:00+00:00,4,0.3,GCP
LOG402,VM100179,AzureMonitor,2026-01-17 18:00:00+00:00,3,0.43,Azure
LOG403,VM100159,CloudWatch,2026-01-17 19:00:00+00:00,0,0.42,GCP
LOG404,VM100176,Stackdriver,2026-01-17 20:00:00+00:00,0,0.38,Azure
LOG405,VM100291,AzureMonitor,2026-01-17 21:00:00+00:00,2,0.28,AWS
LOG406,VM100256,Stackdriver,2026-01-17 22:00:00+00:00,1,0.39,AWS
LOG407,VM100268,AzureMonitor,2026-01-17 23:00:00+00:00,4,0.42,AWS
LOG408,VM100156,AzureMonitor,2026-01-18 00:00:00+00:00,2,0.27,Azure
LOG409,VM100008,AzureMonitor,2026-01-18 01:00:00+00:00,0,0.32,GCP
LOG410,VM100064,CloudWatch,2026-01-18 02:00:00+00:00,3,0.34,Azure
LOG411,VM100181,Stackdriver,2026-01-18 03:00:00+00:00,0,0.26,AWS
LOG412,VM100180,AzureMonitor,2026-01-18 04:00:00+00:00,4,0.45,GCP
LOG413,VM100080,CloudWatch,2026-01-18 05:00:00+00:00,5,0.33,GCP
LOG414,VM100101,AzureMonitor,2026-01-18 06:00:00+00:00,4,0.53,Azure
LOG415,VM100113,CloudWatch,2026-01-18 07:00:00+00:00,3,0.53,AWS
LOG416,VM100198,AzureMonitor,2026-01-18 08:00:00+00:00,3,0.54,AWS
LOG417,VM100134,AzureMonitor,2026-01-18 09:00:00+00:00,4,0.34,GCP
LOG418,VM100224,Stackdriver,2026-01-18 10:00:00+00:00,2,0.49,AWS
LOG419,VM100103,AzureMonitor,2026-01-18 11:00:00+00:00,1,0.37,AWS
LOG420,VM100155,AzureMonitor,2026-01-18 12:00:00+00:00,0,0.34,GCP
LOG421,VM100237,Stackdriver,2026-01-18 13:00:00+00:00,1,0.36,Azure
LOG422,VM100050,CloudWatch,2026-01-18 14:00:00+00:00,4,0.38,Azure
LOG423,VM100258,Stackdriver,2026-01-18 15:00:00+00:00,5,0.36,Azure
LOG424,VM100219,AzureMonitor,2026-01-18 16:00:00+00:00,3,0.54,Azure
LOG425,VM100015,Stackdriver,2026-01-18 17:00:00+00:00,0,0.54,Azure
LOG426,VM100046,CloudWatch,2026-01-18 18:00:00+00:00,4,0.52,AWS
LOG427,VM100298,Stackdriver,2026-01-18 19:00:00+00:00,2,0.29,GCP
LOG428,VM100290,AzureMonitor,2026-01-18 20:00:00+00:00,0,0.48,Azure
LOG429,VM100065,AzureMonitor,2026-01-18 21:00:00+00:00,5,0.25,GCP
LOG430,VM100236,CloudWatch,2026-01-18 22:00:00+00:00,0,0.27,GCP
LOG431,VM100055,AzureMonitor,2026-01-18 23:00:00+00:00,4,0.28,Azure
LOG432,VM100290,AzureMonitor,2026-01-19 00:00:00+00:00,5,0.35,AWS
LOG433,VM100063,Stackdriver,2026-01-19 01:00:00+00:00,4,0.45,GCP
LOG434,VM100028,Stackdriver,2026-01-19 02:00:00+00:00,1,0.4,GCP
LOG435,VM100254,CloudWatch,2026-01-19 03:00:00+00:00,1,0.52,GCP
LOG436,VM100080,AzureMonitor,2026-01-19 04:00:00+00:00,5,0.34,AWS
LOG437,VM100249,Stackdriver,2026-01-19 05:00:00+00:00,5,0.31,AWS
LOG438,VM100001,CloudWatch,2026-01-19 06:00:00+00:00,4,0.51,GCP
LOG439,VM100050,CloudWatch,2026-01-19 07:00:00+00:00,1,0.28,AWS
LOG440,VM100259,AzureMonitor,2026-01-19 08:00:00+00:00,3,0.27,AWS
LOG441,VM100154,AzureMonitor,2026-01-19 09:00:00+00:00,3,0.54,AWS
LOG442,VM100280,AzureMonitor,2026-01-19 10:00:00+00:00,4,0.45,GCP
LOG443,VM100064,AzureMonitor,2026-01-19 11:00:00+00:00,1,0.44,AWS
LOG444,VM100073,Stackdriver,2026-01-19 12:00:00+00:00,5,0.32,GCP
LOG445,VM100280,CloudWatch,2026-01-19 13:00:00+00:00,3,0.39,Azure
LOG446,VM100052,Stackdriver,2026-01-19 14:00:00+00:00,3,0.36,Azure
LOG447,VM100201,AzureMonitor,2026-01-19 15:00:00+00:00,5,0.49,Azure
LOG448,VM100214,AzureMonitor,2026-01-19 16:00:00+00:00,1,0.26,Azure
LOG449,VM100062,Stackdriver,2026-01-19 17:00:00+00:00,3,0.25,Azure
LOG450,VM100018,Stackdriver,2026-01-19 18:00:00+00:00,5,0.52,GCP
LOG451,VM100228,CloudWatch,2026-01-19 19:00:00+00:00,2,0.54,Azure
LOG452,VM100235,AzureMonitor,2026-01-19 20:00:00+00:00,0,0.54,Azure
LOG453,VM100257,Stackdriver,2026-01-19 21:00:00+00:00,1,0.35,GCP
LOG454,VM100269,AzureMonitor,2026-01-19 22:00:00+00:00,4,0.27,GCP
LOG455,VM100078,AzureMonitor,2026-01-19 23:00:00+00:00,5,0.47,Azure
LOG456,VM100236,Stackdriver,2026-01-20 00:00:00+00:00,1,0.33,GCP
LOG457,VM100156,AzureMonitor,2026-01-20 01:00:00+00:00,0,0.52,GCP
LOG458,VM100248,AzureMonitor,2026-01-20 02:00:00+00:00,3,0.43,AWS
LOG459,VM100295,Stackdriver,2026-01-20 03:00:00+00:00,4,0.48,GCP
LOG460,VM100133,CloudWatch,2026-01-20 04:00:00+00:00,5,0.35,GCP
LOG461,VM100179,Stackdriver,2026-01-20 05:00:00+00:00,4,0.5,AWS
LOG462,VM100024,CloudWatch,2026-01-20 06:00:00+00:00,5,0.3,AWS
LOG463,VM100055,AzureMonitor,2026-01-20 07:00:00+00:00,5,0.39,AWS
LOG464,VM100122,CloudWatch,2026-01-20 08:00:00+00:00,1,0.47,Azure
LOG465,VM100216,CloudWatch,2026-01-20 09:00:00+00:00,0,0.43,AWS
LOG466,VM100020,Stackdriver,2026-01-20 10:00:00+00:00,0,0.38,Azure
LOG467,VM100016,CloudWatch,2026-01-20 11:00:00+00:00,2,0.28,Azure
LOG468,VM100194,CloudWatch,2026-01-20 12:00:00+00:00,5,0.42,AWS
LOG469,VM100101,AzureMonitor,2026-01-20 13:00:00+00:00,3,0.38,Azure
LOG470,VM100116,CloudWatch,2026-01-20 14:00:00+00:00,5,0.3,GCP
LOG471,VM100099,CloudWatch,2026-01-20 15:00:00+00:00,4,0.26,GCP
LOG472,VM100050,CloudWatch,2026-01-20 16:00:00+00:00,0,0.49,AWS
LOG473,VM100185,AzureMonitor,2026-01-20 17:00:00+00:00,4,0.41,AWS
LOG474,VM100175,CloudWatch,2026-01-20 18:00:00+00:00,5,0.47,GCP
LOG475,VM100271,AzureMonitor,2026-01-20 19:00:00+00:00,1,0.5,GCP
LOG476,VM100243,Stackdriver,2026-01-20 20:00:00+00:00,2,0.36,GCP
LOG477,VM100071,CloudWatch,2026-01-20 21:00:00+00:00,3,0.38,Azure
LOG478,VM100037,Stackdriver,2026-01-20 22:00:00+00:00,0,0.29,GCP
LOG479,VM100153,CloudWatch,2026-01-20 23:00:00+00:00,0,0.4,AWS
LOG480,VM100277,AzureMonitor,2026-01-21 00:00:00+00:00,0,0.32,Azure
LOG481,VM100129,AzureMonitor,2026-01-21 01:00:00+00:00,5,0.36,AWS
LOG482,VM100148,CloudWatch,2026-01-21 02:00:00+00:00,4,0.42,GCP
LOG483,VM100257,AzureMonitor,2026-01-21 03:00:00+00:00,3,0.44,GCP
LOG484,VM100057,Stackdriver,2026-01-21 04:00:00+00:00,3,0.53,Azure
LOG485,VM100016,CloudWatch,2026-01-21 05:00:00+00:00,2,0.38,AWS
LOG486,VM100172,CloudWatch,2026-01-21 06:00:00+00:00,1,0.31,GCP
LOG487,VM100169,Stackdriver,2026-01-21 07:00:00+00:00,0,0.32,AWS
LOG488,VM100289,Stackdriver,2026-01-21 08:00:00+00:00,5,0.5,AWS
LOG489,VM100178,CloudWatch,2026-01-21 09:00:00+00:00,3,0.43,GCP
LOG490,VM100042,Stackdriver,2026-01-21 10:00:00+00:00,3,0.53,Azure
LOG491,VM100022,CloudWatch,2026-01-21 11:00:00+00:00,0,0.4,AWS
LOG492,VM100180,AzureMonitor,2026-01-21 12:00:00+00:00,3,0.34,AWS
LOG493,VM100011,CloudWatch,2026-01-21 13:00:00+00:00,0,0.48,AWS
LOG494,VM100274,Stackdriver,2026-01-21 14:00:00+00:00,3,0.45,GCP
LOG495,VM100010,Stackdriver,2026-01-21 15:00:00+00:00,3,0.27,Azure
LOG496,VM100065,AzureMonitor,2026-01-21 16:00:00+00:00,5,0.38,AWS
LOG497,VM100060,AzureMonitor,2026-01-21 17:00:00+00:00,0,0.52,Azure
LOG498,VM100181,CloudWatch,2026-01-21 18:00:00+00:00,2,0.38,AWS
LOG499,VM100122,CloudWatch,2026-01-21 19:00:00+00:00,0,0.43,AWS
LOG500,VM100212,Stackdriver,2026-01-21 20:00:00+00:00,4,0.42,AWS
LOG2,VM100060, Stackdriver ,2026-01-01 02:00:00+00:00,2,0.29, Azure 
