Usage_ID,Account,Resource_ID,TS,Service,SKU,Usage,Unit,Cost,Currency,Credit_Amount,Price_Per_Second,Effective_Date_x,Canonical_Service,Usage_Seconds,Credit_Tag,Usage_Type,Z_Score,Usage_Anomaly,Valid_Format,Inventory_Status,Effective_Date_y,Unit_Price,FX_Rate,Cost_USD,Purchase_Type
U310,ACCT1100,VM100148,2026-02-10 13:00:00,Compute,SKU2,19836,sec,1586.88,INR,0.0,0.08,2026-01-01,Compute,19836.0,No Credit,Paid Usage,-0.3719562258292549,Normal,False,Mapped,2025-06-01,0.25,0.012,19.04,On-Demand
U39,ACCT1010,VM100264,2026-02-10 14:00:00,Network,SKU7,18350,sec,1468.0,INR,0.0,0.08,2026-01-01,Network,18350.0,No Credit,Paid Usage,-0.4741361082961887,Normal,False,Mapped,,,0.012,17.62,Spot
U297,ACCT1030,VM100274,2026-02-10 19:00:00,Network,SKU7,20381,sec,1630.48,INR,0.0,0.08,2026-01-01,Network,20381.0,No Credit,Paid Usage,-0.33448110069838083,Normal,False,Mapped,,,0.012,19.57,On-Demand
U314,ACCT1001,VM100181,2026-02-11 01:00:00,Network,SKU6,37499,sec,2999.92,INR,0.0,0.08,2026-01-01,Storage,37499.0,No Credit,Paid Usage,0.8425816368985045,Normal,False,Mapped,,,0.012,36.0,On-Demand
U474,ACCT1068,VM100077,2026-02-11 03:00:00,Database,SKU12,12678,sec,1014.24,INR,0.0,0.08,2026-01-01,Storage,12678.0,No Credit,Paid Usage,-0.8641524564472305,Normal,False,Mapped,,,0.012,12.17,Spot
U512,ACCT1082,VM100156,2026-02-11 07:00:00,Storage,SKU14,16659,sec,1332.72,INR,100.0,0.08,2026-01-01,Network,16659.0,No Credit,Paid Usage,-0.5904121387481301,Normal,False,Mapped,,,0.012,15.99,Spot
U400,ACCT1014,VM100123,2026-02-11 09:00:00,Storage,SKU8,3426,sec,274.08,INR,100.0,0.08,2026-01-01,Storage,3426.0,No Credit,Paid Usage,-1.500335681604748,Normal,False,Mapped,,,0.012,3.29,On-Demand
U268,ACCT1056,VM100055,2026-02-11 12:00:00,Network,SKU17,28652,sec,2292.16,INR,0.0,0.08,2026-01-01,Compute,28652.0,No Credit,Paid Usage,0.23424689922356326,Normal,False,Mapped,,,0.012,27.51,Spot
U176,ACCT1062,VM100242,2026-02-11 14:00:00,Storage,SKU13,30035,sec,2402.8,INR,100.0,0.08,2026-01-01,Storage,30035.0,No Credit,Paid Usage,0.32934432684924925,Normal,False,Mapped,,,0.012,28.83,On-Demand
U94,ACCT1064,VM100205,2026-02-11 15:00:00,Compute,SKU4,9771,sec,781.68,INR,0.0,0.08,2026-01-01,Database,9771.0,No Credit,Paid Usage,-1.0640427110443882,Normal,False,Mapped,,,0.012,9.38,RESERVED
U441,ACCT1087,VM100025,2026-02-11 18:00:00,Compute,SKU13,48632,sec,3890.56,INR,0.0,0.08,2026-01-01,Storage,48632.0,No Credit,Paid Usage,1.6081056150306534,Normal,False,Mapped,,,0.012,46.69,On-Demand
U19,ACCT1034,VM100072,2026-02-12 02:00:00,Database,SKU19,48923,sec,3913.84,INR,0.0,0.08,2026-01-01,Compute,48923.0,No Credit,Paid Usage,1.6281152689996157,Normal,False,Mapped,,,0.012,46.97,RESERVED
U979,ACCT1099,VM100227,2026-02-12 04:00:00,Compute,SKU7,48440,sec,3875.2,INR,0.0,0.08,2026-01-01,Network,48440.0,No Credit,Paid Usage,1.5949033691129877,Normal,False,Mapped,,,0.012,46.5,RESERVED
U437,ACCT1049,VM100118,2026-02-12 05:00:00,Database,SKU5,30287,sec,2422.96,INR,0.0,0.08,2026-01-01,Compute,30287.0,No Credit,Paid Usage,0.3466722746161855,Normal,False,Mapped,,,0.012,29.08,RESERVED
U580,ACCT1083,VM100044,2026-02-12 08:00:00,Database,SKU1,36367,sec,2909.36,INR,0.0,0.08,2026-01-01,Network,36367.0,No Credit,Paid Usage,0.764743395342267,Normal,False,Mapped,2025-07-01,0.15,0.012,34.91,RESERVED
U556,ACCT1090,VM100068,2026-02-12 14:00:00,Database,SKU8,9684,sec,774.72,INR,0.0,0.08,2026-01-01,Storage,9684.0,No Credit,Paid Usage,-1.0700249787258305,Normal,False,Mapped,,,0.012,9.3,Spot
U339,ACCT1041,VM100143,2026-02-12 14:00:00,Compute,SKU6,7534,sec,602.72,INR,0.0,0.08,2026-01-01,Storage,7534.0,No Credit,Paid Usage,-1.2178626283246916,Normal,False,Mapped,,,0.012,7.23,Spot
U844,ACCT1086,VM100035,2026-02-12 18:00:00,Storage,SKU19,6535,sec,522.8,INR,0.0,0.08,2026-01-01,Compute,6535.0,No Credit,Paid Usage,-1.2865555641150461,Normal,False,Mapped,,,0.012,6.27,On-Demand
U992,ACCT1093,VM100069,2026-02-12 18:00:00,Network,SKU15,2687,sec,214.96,INR,100.0,0.08,2026-01-01,Storage,2687.0,No Credit,Paid Usage,-1.5511505760482633,Normal,False,Mapped,,,0.012,2.58,Spot
U502,ACCT1010,VM100185,2026-02-12 22:00:00,Network,SKU20,16260,sec,1300.8,INR,0.0,0.08,2026-01-01,COMPUTE,16260.0,No Credit,Paid Usage,-0.6178480560457792,Normal,False,Mapped,,,0.012,15.61,RESERVED
U168,ACCT1012,VM100162,2026-02-13 01:00:00,Compute,SKU13,21286,sec,1702.88,INR,100.0,0.08,2026-01-01,Storage,21286.0,No Credit,Paid Usage,-0.27225176447188354,Normal,False,Mapped,,,0.012,20.43,Spot
U713,ACCT1002,VM100115,2026-02-13 01:00:00,Database,SKU9,39968,sec,3197.44,INR,0.0,0.08,2026-01-01,Network,39968.0,No Credit,Paid Usage,1.0123542679959874,Normal,False,Mapped,,,0.012,38.37,RESERVED
U626,ACCT1007,VM100154,2026-02-14 09:00:00,Compute,SKU13,11494,sec,919.52,INR,0.0,0.08,2026-01-01,Storage,11494.0,No Credit,Paid Usage,-0.9455663062728359,Normal,False,Mapped,,,0.012,11.03,On-Demand
U728,ACCT1043,VM100191,2026-02-14 11:00:00,Database,SKU15,38475,sec,3078.0,INR,100.0,0.08,2026-01-01,Storage,38475.0,No Credit,Paid Usage,0.9096930536466387,Normal,False,Mapped,,,0.012,36.94,RESERVED
U415,ACCT1032,VM100004,2026-02-14 12:00:00,Storage,SKU15,25237,sec,2018.96,INR,0.0,0.08,2026-01-01,Storage,25237.0,No Credit,Paid Usage,-0.0005742976974183872,Normal,False,Mapped,,,0.012,24.23,Spot
U909,ACCT1074,VM100003,2026-02-14 13:00:00,Network,SKU17,11571,sec,925.68,INR,0.0,0.08,2026-01-01,Compute,11571.0,No Credit,Paid Usage,-0.940271655566272,Normal,False,Mapped,,,0.012,11.11,Spot
U532,ACCT1059,VM100059,2026-02-14 18:00:00,Network,SKU17,44055,sec,3524.4,INR,0.0,0.08,2026-01-01,Compute,44055.0,No Credit,Paid Usage,1.293383325628799,Normal,False,Mapped,,,0.012,42.29,On-Demand
U549,ACCT1005,VM100231,2026-02-14 20:00:00,Compute,SKU15,22944,sec,1835.52,INR,0.0,0.08,2026-01-01,Storage,22944.0,No Credit,Paid Usage,-0.1582448700370409,Normal,False,Mapped,,,0.012,22.03,On-Demand
U813,ACCT1036,VM100285,2026-02-15 02:00:00,Storage,SKU19,8624,sec,689.92,INR,0.0,0.08,2026-01-01,Compute,8624.0,No Credit,Paid Usage,-1.1429123780629433,Normal,False,Mapped,,,0.012,8.28,RESERVED
U878,ACCT1085,VM100262,2026-02-15 03:00:00,Database,SKU15,11091,sec,887.28,INR,0.0,0.08,2026-01-01,Storage,11091.0,No Credit,Paid Usage,-0.9732772703604363,Normal,False,Mapped,,,0.012,10.65,Spot
U49,ACCT1001,VM100200,2026-02-15 06:00:00,Database,SKU14,29919,sec,2393.52,INR,0.0,0.08,2026-01-01,Network,29919.0,No Credit,Paid Usage,0.3213679699406595,Normal,False,Mapped,,,0.012,28.72,Spot
U661,ACCT1058,VM100006,2026-02-15 06:00:00,Storage,SKU3,13841,sec,1107.28,INR,0.0,0.08,2026-01-01,Compute,13841.0,No Credit,Paid Usage,-0.7841826022688698,Normal,False,Mapped,2025-05-01,0.35,0.012,13.29,Reserved
U672,ACCT1093,VM100277,2026-02-15 06:00:00,Database,SKU10,43392,sec,3471.36,INR,100.0,0.08,2026-01-01,STORAGE,43392.0,No Credit,Paid Usage,1.2477943201943595,Normal,False,Mapped,,,0.012,41.66,Spot
U385,ACCT1077,VM100243,2026-02-15 07:00:00,Storage,SKU2,43064,sec,3445.12,INR,0.0,0.08,2026-01-01,Compute,43064.0,No Credit,Paid Usage,1.2252404834183472,Normal,False,Mapped,2025-06-01,0.25,0.012,41.34,On-Demand
U74,ACCT1086,VM100128,2026-02-15 12:00:00,Compute,SKU13,10533,sec,842.64,INR,0.0,0.08,2026-01-01,Storage,10533.0,No Credit,Paid Usage,-1.0116462975586524,Normal,False,Mapped,,,0.012,10.11,On-Demand
U500,ACCT1035,VM100155,2026-02-15 19:00:00,Storage,SKU3,32417,sec,2593.36,INR,0.0,0.08,2026-01-01,Compute,32417.0,No Credit,Paid Usage,0.4931346902652897,Normal,False,Mapped,2025-05-01,0.35,0.012,31.12,RESERVED
U711,ACCT1087,VM100106,2026-02-15 22:00:00,Network,SKU17,42802,sec,3424.16,INR,0.0,0.08,2026-01-01,Compute,42802.0,No Credit,Paid Usage,1.2072249186765325,Normal,False,Mapped,,,0.012,41.09,RESERVED
U15,ACCT1060,VM100195,2026-02-16 01:00:00,storage,sku11,42043,sec,3363.44,inr,0.0,0.08,2026-01-01,storage,42043.0,No Credit,Paid Usage,1.1550347902832603,Normal,False,Mapped,,,,,On-Demand
U399,ACCT1026,VM100276,2026-02-16 06:00:00,Database,SKU5,36932,sec,2954.56,INR,0.0,0.08,2026-01-01,Compute,36932.0,No Credit,Paid Usage,0.8035937544228979,Normal,False,Mapped,,,0.012,35.45,Spot
U619,ACCT1041,VM100232,2026-02-16 09:00:00,Compute,SKU7,15409,sec,1232.72,INR,0.0,0.08,2026-01-01,Network,15409.0,No Credit,Paid Usage,-0.6763642606079331,Normal,False,Mapped,,,0.012,14.79,Spot
U597,ACCT1043,VM100220,2026-02-16 10:00:00,Compute,SKU9,34431,sec,2754.48,INR,0.0,0.08,2026-01-01,Network,34431.0,No Credit,Paid Usage,0.6316207490058042,Normal,False,Mapped,,,0.012,33.05,Spot
U302,ACCT1011,VM100083,2026-02-16 13:00:00,Storage,SKU14,29546,sec,2363.68,INR,0.0,0.08,2026-01-01,Network,29546.0,No Credit,Paid Usage,0.2957198567776943,Normal,False,Mapped,,,0.012,28.36,On-Demand
U257,ACCT1057,VM100213,2026-02-16 14:00:00,Compute,SKU12,14227,sec,1138.16,INR,0.0,0.08,2026-01-01,Storage,14227.0,No Credit,Paid Usage,-0.7576405870385627,Normal,False,Mapped,,,0.012,13.66,Spot
U355,ACCT1026,VM100283,2026-02-16 20:00:00,Database,SKU20,8303,sec,664.24,INR,0.0,0.08,2026-01-01,COMPUTE,8303.0,No Credit,Paid Usage,-1.1649848829565408,Normal,False,Mapped,,,0.012,7.97,RESERVED
U635,ACCT1028,VM100096,2026-02-16 22:00:00,Network,SKU5,18440,sec,1475.2,INR,0.0,0.08,2026-01-01,Compute,18440.0,No Credit,Paid Usage,-0.46794755552228284,Normal,False,Mapped,,,0.012,17.7,RESERVED
U501,ACCT1022,VM100223,2026-02-17 02:00:00,Database,SKU16,27697,sec,2215.76,INR,0.0,0.08,2026-01-01,Network,27697.0,No Credit,Paid Usage,0.1685794781226738,Normal,False,Mapped,,,0.012,26.59,On-Demand
U718,ACCT1009,VM100173,2026-02-17 04:00:00,Database,SKU9,42082,sec,3366.56,INR,0.0,0.08,2026-01-01,Network,42082.0,No Credit,Paid Usage,1.157716496485286,Normal,False,Mapped,,,0.012,40.4,RESERVED
U140,ACCT1028,VM100248,2026-02-17 04:00:00,Database,SKU4,47586,sec,3806.88,INR,0.0,0.08,2026-01-01,Database,47586.0,No Credit,Paid Usage,1.5361808794583705,Normal,False,Mapped,,,0.012,45.68,RESERVED
U114,ACCT1044,VM100195,2026-02-17 11:00:00,Network,SKU9,49383,sec,3950.64,INR,0.0,0.08,2026-01-01,Network,49383.0,No Credit,Paid Usage,1.659745649844023,Normal,False,Mapped,,,0.012,47.41,On-Demand
U129,ACCT1032,VM100045,2026-02-17 14:00:00,Storage,SKU15,29643,sec,2371.44,INR,0.0,0.08,2026-01-01,Storage,29643.0,No Credit,Paid Usage,0.30238974143401504,Normal,False,Mapped,,,0.012,28.46,On-Demand
U932,ACCT1047,VM100206,2026-02-17 17:00:00,Storage,SKU19,29638,sec,2371.04,INR,0.0,0.08,2026-01-01,Compute,29638.0,No Credit,Paid Usage,0.30204593294657583,Normal,False,Mapped,,,0.012,28.45,RESERVED
U924,ACCT1024,VM100262,2026-02-17 19:00:00,Storage,SKU19,26175,sec,2094.0,INR,0.0,0.08,2026-01-01,Compute,26175.0,No Credit,Paid Usage,0.06392417454617774,Normal,False,Mapped,,,0.012,25.13,Spot
U258,ACCT1056,VM100057,2026-02-18 08:00:00,Network,SKU17,44547,sec,3563.76,INR,0.0,0.08,2026-01-01,Compute,44547.0,No Credit,Paid Usage,1.3272140807928174,Normal,False,Mapped,,,0.012,42.77,On-Demand
U90,ACCT1085,VM100044,2026-02-18 10:00:00,Database,SKU3,33880,sec,2710.4,INR,0.0,0.08,2026-01-01,Compute,33880.0,No Credit,Paid Usage,0.5937330536900031,Normal,False,Mapped,2025-05-01,0.35,0.012,32.52,RESERVED
U144,ACCT1002,VM100294,2026-02-18 12:00:00,Network,SKU15,30862,sec,2468.96,INR,100.0,0.08,2026-01-01,Storage,30862.0,No Credit,Paid Usage,0.38621025067169484,Normal,False,Mapped,,,0.012,29.63,On-Demand
U968,ACCT1098,VM100140,2026-02-18 14:00:00,Database,SKU14,42597,sec,3407.76,INR,100.0,0.08,2026-01-01,Network,42597.0,No Credit,Paid Usage,1.1931287706915248,Normal,False,Mapped,,,0.012,40.89,RESERVED
U709,ACCT1096,VM100047,2026-02-18 15:00:00,Network,SKU2,1898,sec,151.84,INR,0.0,0.08,2026-01-01,Compute,1898.0,No Credit,Paid Usage,-1.605403555366171,Normal,False,Mapped,2025-06-01,0.25,0.012,1.82,RESERVED
U372,ACCT1077,VM100241,2026-02-18 18:00:00,Compute,SKU4,35272,sec,2821.76,INR,0.0,0.08,2026-01-01,Database,35272.0,No Credit,Paid Usage,0.6894493365930796,Normal,False,Mapped,,,0.012,33.86,On-Demand
U902,ACCT1026,VM100266,2026-02-18 19:00:00,Compute,SKU20,12862,sec,1028.96,INR,0.0,0.08,2026-01-01,COMPUTE,12862.0,No Credit,Paid Usage,-0.8515003041094675,Normal,False,Mapped,,,0.012,12.35,On-Demand
U803,ACCT1035,VM100083,2026-02-18 21:00:00,Database,SKU5,44886,sec,3590.88,INR,0.0,0.08,2026-01-01,Compute,44886.0,No Credit,Paid Usage,1.350524296241196,Normal,False,Mapped,,,0.012,43.09,On-Demand
U396,ACCT1093,VM100141,2026-02-19 02:00:00,Network,SKU13,8087,sec,646.96,INR,0.0,0.08,2026-01-01,Storage,8087.0,No Credit,Paid Usage,-1.1798374096139148,Normal,False,Mapped,,,0.012,7.76,RESERVED
U539,ACCT1022,VM100251,2026-02-19 07:00:00,Storage,SKU11,9294,sec,743.52,INR,0.0,0.08,2026-01-01,Database,9294.0,No Credit,Paid Usage,-1.096842040746089,Normal,False,Mapped,,,0.012,8.92,On-Demand
U261,ACCT1098,VM100131,2026-02-19 09:00:00,Compute,SKU1,21603,sec,1728.24,INR,0.0,0.08,2026-01-01,Network,21603.0,No Credit,Paid Usage,-0.2504543063682375,Normal,False,Mapped,2025-07-01,0.15,0.012,20.74,RESERVED
U360,ACCT1081,VM100280,2026-02-19 10:00:00,Database,SKU16,42168,sec,3373.44,INR,100.0,0.08,2026-01-01,Network,42168.0,No Credit,Paid Usage,1.1636300024692405,Normal,False,Mapped,,,0.012,40.48,Spot
U397,ACCT1045,VM100075,2026-02-19 13:00:00,Database,SKU3,2856,sec,228.48,INR,0.0,0.08,2026-01-01,Compute,2856.0,No Credit,Paid Usage,-1.539529849172818,Normal,False,Mapped,2025-05-01,0.35,0.012,2.74,RESERVED
U608,ACCT1048,VM100103,2026-02-19 18:00:00,Database,SKU20,37049,sec,2963.92,INR,100.0,0.08,2026-01-01,COMPUTE,37049.0,No Credit,Paid Usage,0.8116388730289755,Normal,False,Mapped,,,0.012,35.57,On-Demand
U9,ACCT1011,VM100283,2026-02-20 00:00:00,database,sku19,41298,sec,3303.84,inr,0.0,0.08,2026-01-01,database,41298.0,No Credit,Paid Usage,1.1038073256548175,Normal,False,Mapped,,,,,RESERVED
U238,ACCT1077,VM100272,2026-02-20 07:00:00,Network,SKU4,29834,sec,2386.72,INR,0.0,0.08,2026-01-01,Database,29834.0,No Credit,Paid Usage,0.3155232256541929,Normal,False,Mapped,,,0.012,28.64,On-Demand
U721,ACCT1084,VM100255,2026-02-20 10:00:00,Network,SKU13,17101,sec,1368.08,INR,0.0,0.08,2026-01-01,Storage,17101.0,No Credit,Paid Usage,-0.5600194684585038,Normal,False,Mapped,,,0.012,16.42,RESERVED
U361,ACCT1032,VM100208,2026-02-20 18:00:00,Compute,SKU2,29823,sec,2385.84,INR,0.0,0.08,2026-01-01,Compute,29823.0,No Credit,Paid Usage,0.31476684698182666,Normal,False,Mapped,2025-06-01,0.25,0.012,28.63,RESERVED
U717,ACCT1083,VM100145,2026-02-20 22:00:00,Compute,SKU16,44953,sec,3596.24,INR,0.0,0.08,2026-01-01,Network,44953.0,No Credit,Paid Usage,1.3551313299728815,Normal,False,Mapped,,,0.012,43.15,Spot
U436,ACCT1001,VM100012,2026-02-20 22:00:00,Network,SKU18,30443,sec,2435.44,INR,0.0,0.08,2026-01-01,Network,30443.0,No Credit,Paid Usage,0.3573990994242889,Normal,False,Mapped,,,0.012,29.23,Reserved
U107,ACCT1001,VM100181,2026-02-20 23:00:00,Network,SKU14,49479,sec,3958.32,INR,0.0,0.08,2026-01-01,Network,49479.0,No Credit,Paid Usage,1.666346772802856,Normal,False,Mapped,,,0.012,47.5,On-Demand
U445,ACCT1029,VM100212,2026-02-21 06:00:00,Compute,SKU18,18132,sec,1450.56,INR,0.0,0.08,2026-01-01,Network,18132.0,No Credit,Paid Usage,-0.4891261583485383,Normal,False,Mapped,,,0.012,17.41,RESERVED
U750,ACCT1089,VM100005,2026-02-21 09:00:00,Compute,SKU17,27682,sec,2214.56,INR,0.0,0.08,2026-01-01,Compute,27682.0,No Credit,Paid Usage,0.16754805266035616,Normal,False,Mapped,,,0.012,26.57,Spot
U715,ACCT1028,VM100239,2026-02-21 13:00:00,Network,SKU19,44480,sec,3558.4,INR,0.0,0.08,2026-01-01,Compute,44480.0,No Credit,Paid Usage,1.322607047061132,Normal,False,Mapped,,,0.012,42.7,On-Demand
U961,ACCT1034,VM100080,2026-02-21 19:00:00,Compute,SKU17,791,sec,63.28,INR,0.0,0.08,2026-01-01,Compute,791.0,No Credit,Paid Usage,-1.6815227544852125,Normal,False,Mapped,,,0.012,0.76,On-Demand
U840,ACCT1071,VM100044,2026-02-22 00:00:00,Database,SKU7,13866,sec,1109.28,INR,100.0,0.08,2026-01-01,Network,13866.0,No Credit,Paid Usage,-0.7824635598316738,Normal,False,Mapped,,,0.012,13.31,RESERVED
U70,ACCT1017,VM100022,2026-02-22 14:00:00,Compute,SKU12,23997,sec,1919.76,INR,0.0,0.08,2026-01-01,Storage,23997.0,No Credit,Paid Usage,-0.0858388025823429,Normal,False,Mapped,,,0.012,23.04,RESERVED
U959,ACCT1082,VM100274,2026-02-22 20:00:00,Network,SKU18,22852,sec,1828.16,INR,0.0,0.08,2026-01-01,Network,22852.0,No Credit,Paid Usage,-0.16457094620592239,Normal,False,Mapped,,,0.012,21.94,On-Demand
U740,ACCT1029,VM100177,2026-02-23 06:00:00,Compute,SKU13,8549,sec,683.92,INR,0.0,0.08,2026-01-01,Storage,8549.0,No Credit,Paid Usage,-1.1480695053745316,Normal,False,Mapped,,,0.012,8.21,Spot
U363,ACCT1044,VM100074,2026-02-23 08:00:00,Database,SKU12,47178,sec,3774.24,INR,0.0,0.08,2026-01-01,Storage,47178.0,No Credit,Paid Usage,1.5081261068833307,Normal,False,Mapped,,,0.012,45.29,Spot
U241,ACCT1054,VM100049,2026-02-23 08:00:00,Database,SKU9,28068,sec,2245.44,INR,0.0,0.08,2026-01-01,Network,28068.0,No Credit,Paid Usage,0.19409006789066333,Normal,False,Mapped,,,0.012,26.95,Spot
U849,ACCT1022,VM100003,2026-02-23 10:00:00,Storage,SKU14,16233,sec,1298.64,INR,0.0,0.08,2026-01-01,Network,16233.0,No Credit,Paid Usage,-0.619704621877951,Normal,False,Mapped,,,0.012,15.58,Spot
U734,ACCT1081,VM100091,2026-02-23 11:00:00,Compute,SKU1,41682,sec,3334.56,INR,0.0,0.08,2026-01-01,Network,41682.0,No Credit,Paid Usage,1.1302118174901492,Normal,False,Mapped,2025-07-01,0.15,0.012,40.01,RESERVED
U388,ACCT1003,VM100226,2026-02-23 12:00:00,Storage,SKU14,27545,sec,2203.6,INR,0.0,0.08,2026-01-01,Network,27545.0,No Credit,Paid Usage,0.15812770010452176,Normal,False,Mapped,,,0.012,26.44,Spot
U391,ACCT1068,VM100193,2026-02-23 13:00:00,Network,SKU18,11449,sec,915.92,INR,0.0,0.08,2026-01-01,Network,11449.0,No Credit,Paid Usage,-0.9486605826597887,Normal,False,Mapped,,,0.012,10.99,On-Demand
U621,ACCT1058,VM100239,2026-02-23 14:00:00,Compute,SKU18,26741,sec,2139.28,INR,0.0,0.08,2026-01-01,Network,26741.0,No Credit,Paid Usage,0.10284329532429651,Normal,False,Mapped,,,0.012,25.67,On-Demand
U323,ACCT1026,VM100022,2026-02-23 20:00:00,Network,SKU18,20421,sec,1633.68,INR,0.0,0.08,2026-01-01,Network,20421.0,No Credit,Paid Usage,-0.33173063279886716,Normal,False,Mapped,,,0.012,19.6,RESERVED
U778,ACCT1064,VM100229,2026-02-23 22:00:00,Network,SKU1,7879,sec,630.32,INR,0.0,0.08,2026-01-01,Network,7879.0,No Credit,Paid Usage,-1.1941398426913858,Normal,False,Mapped,2025-07-01,0.15,0.012,7.56,Spot
U56,ACCT1073,VM100268,2026-02-23 23:00:00,Storage,SKU11,17189,sec,1375.12,INR,100.0,0.08,2026-01-01,Database,17189.0,No Credit,Paid Usage,-0.5539684390795736,Normal,False,Mapped,,,0.012,16.5,On-Demand
U990,ACCT1063,VM100120,2026-02-24 01:00:00,Database,SKU15,36692,sec,2935.36,INR,0.0,0.08,2026-01-01,Storage,36692.0,No Credit,Paid Usage,0.7870909470258157,Normal,False,Mapped,,,0.012,35.22,On-Demand
U395,ACCT1089,VM100251,2026-02-24 02:00:00,Database,SKU18,31544,sec,2523.52,INR,0.0,0.08,2026-01-01,Network,31544.0,No Credit,Paid Usage,0.43310572835840333,Normal,False,Mapped,,,0.012,30.28,On-Demand
U524,ACCT1057,VM100232,2026-02-24 10:00:00,Database,SKU2,4502,sec,360.16,INR,0.0,0.08,2026-01-01,Compute,4502.0,No Credit,Paid Usage,-1.4263480951078296,Normal,False,Mapped,2025-06-01,0.25,0.012,4.32,Spot
U971,ACCT1063,VM100097,2026-02-24 17:00:00,Storage,SKU2,1371,sec,109.68,INR,0.0,0.08,2026-01-01,Compute,1371.0,No Credit,Paid Usage,-1.641640969942264,Normal,False,Mapped,2025-06-01,0.25,0.012,1.32,Spot
U281,ACCT1074,VM100097,2026-02-24 20:00:00,Network,SKU17,39749,sec,3179.92,INR,0.0,0.08,2026-01-01,Compute,39749.0,No Credit,Paid Usage,0.9972954562461498,Normal,False,Mapped,,,0.012,38.16,Spot
U236,ACCT1010,VM100042,2026-02-24 23:00:00,Storage,SKU3,39965,sec,3197.2,INR,0.0,0.08,2026-01-01,Compute,39965.0,No Credit,Paid Usage,1.0121479829035238,Normal,False,Mapped,2025-05-01,0.35,0.012,38.37,On-Demand
U553,ACCT1069,VM100087,2026-02-25 05:00:00,Database,SKU10,46240,sec,3699.2,INR,0.0,0.08,2026-01-01,STORAGE,46240.0,No Credit,Paid Usage,1.4436276346397345,Normal,False,Mapped,,,0.012,44.39,On-Demand
U113,ACCT1034,VM100195,2026-02-25 20:00:00,Network,SKU11,13971,sec,1117.68,INR,0.0,0.08,2026-01-01,Database,13971.0,No Credit,Paid Usage,-0.7752435815954504,Normal,False,Mapped,,,0.012,13.41,On-Demand
U607,ACCT1037,VM100160,2026-02-25 20:00:00,Network,SKU1,5761,sec,460.88,INR,0.0,0.08,2026-01-01,Network,5761.0,No Credit,Paid Usage,-1.3397771179706361,Normal,False,Mapped,2025-07-01,0.15,0.012,5.53,On-Demand
U214,ACCT1004,VM100288,2026-02-25 23:00:00,Storage,SKU3,40082,sec,3206.56,INR,0.0,0.08,2026-01-01,Compute,40082.0,No Credit,Paid Usage,1.0201931015096013,Normal,False,Mapped,2025-05-01,0.35,0.012,38.48,On-Demand
U463,ACCT1020,VM100101,2026-02-26 07:00:00,Network,SKU19,15174,sec,1213.92,INR,0.0,0.08,2026-01-01,Compute,15174.0,No Credit,Paid Usage,-0.692523259517576,Normal,False,Mapped,,,0.012,14.57,RESERVED
U814,ACCT1033,VM100003,2026-02-26 09:00:00,Storage,SKU2,30661,sec,2452.88,INR,0.0,0.08,2026-01-01,Compute,30661.0,No Credit,Paid Usage,0.37238914947663854,Normal,False,Mapped,2025-06-01,0.25,0.012,29.43,Spot
U137,ACCT1096,VM100282,2026-02-26 10:00:00,Network,SKU9,23156,sec,1852.48,INR,0.0,0.08,2026-01-01,Network,23156.0,No Credit,Paid Usage,-0.14366739016961833,Normal,False,Mapped,,,0.012,22.23,On-Demand
U775,ACCT1042,VM100124,2026-02-26 11:00:00,Compute,SKU17,18329,sec,1466.32,INR,0.0,0.08,2026-01-01,Compute,18329.0,No Credit,Paid Usage,-0.47558010394343336,Normal,False,Mapped,,,0.012,17.6,RESERVED
U819,ACCT1028,VM100170,2026-02-26 12:00:00,Database,SKU7,23745,sec,1899.6,INR,0.0,0.08,2026-01-01,Network,23745.0,No Credit,Paid Usage,-0.10316675034927918,Normal,False,Mapped,,,0.012,22.8,On-Demand
U485,ACCT1050,VM100277,2026-02-26 14:00:00,Storage,SKU3,25255,sec,2020.4,INR,0.0,0.08,2026-01-01,Compute,25255.0,No Credit,Paid Usage,0.0006634128573627751,Normal,False,Mapped,2025-05-01,0.35,0.012,24.24,Spot
U504,ACCT1001,VM100203,2026-02-26 16:00:00,Network,SKU11,40744,sec,3259.52,INR,100.0,0.08,2026-01-01,Database,40744.0,No Credit,Paid Usage,1.065713345246553,Normal,False,Mapped,,,0.012,39.11,On-Demand
U287,ACCT1033,VM100077,2026-02-26 21:00:00,Storage,SKU12,5441,sec,435.28,INR,0.0,0.08,2026-01-01,Storage,5441.0,No Credit,Paid Usage,-1.3617808611667457,Normal,False,Mapped,,,0.012,5.22,Spot
U130,ACCT1073,VM100195,2026-02-27 09:00:00,Network,SKU11,1980,sec,158.4,INR,0.0,0.08,2026-01-01,Database,1980.0,No Credit,Paid Usage,-1.5997650961721679,Normal,False,Mapped,,,0.012,1.9,On-Demand
U653,ACCT1076,VM100052,2026-02-27 10:00:00,Database,SKU5,19876,sec,1590.08,INR,0.0,0.08,2026-01-01,Compute,19876.0,No Credit,Paid Usage,-0.36920575792974125,Normal,False,Mapped,,,0.012,19.08,On-Demand
U178,ACCT1099,VM100213,2026-02-28 00:00:00,Database,SKU1,33375,sec,2670.0,INR,0.0,0.08,2026-01-01,Network,33375.0,No Credit,Paid Usage,0.5590083964586426,Normal,False,Mapped,2025-07-01,0.15,0.012,32.04,Spot
