Usage_ID,Account,Resource_ID,TS,Service,SKU,Usage,Unit,Cost,Currency,Credit_Amount,Price_Per_Second,Effective_Date
U213,ACCT1049,VM100191,2026-01-19T11:00:00,Storage,SKU16,44326,sec,3546.08,INR,0.0,0.08,2026-01-01
U214,ACCT1004,VM100288,2026-02-25T23:00:00,Storage,SKU3,40082,sec,3206.56,INR,0.0,0.08,2026-01-01
U215,ACCT1082,VM100238,2026-06-05T04:00:00,Database,SKU14,46045,sec,3683.6,INR,0.0,0.08,2026-01-01
U216,ACCT1015,VM100072,2026-01-08T17:00:00,Database,SKU16,2538,sec,203.04,INR,100.0,0.08,2026-01-01
U217,ACCT1015,VM100050,2026-02-10T01:00:00,Storage,SKU13,35328,sec,2826.24,INR,0.0,0.08,2026-01-01
U218,ACCT1059,VM100190,2026-04-25T10:00:00,Network,SKU19,48802,sec,3904.16,INR,0.0,0.08,2026-01-01
U219,ACCT1096,VM100080,2026-06-01T02:00:00,Compute,SKU16,27289,sec,2183.12,INR,0.0,0.08,2026-01-01
U220,ACCT1079,VM100209,2026-06-10T06:00:00,Compute,SKU12,18433,sec,1474.64,INR,0.0,0.08,2026-01-01
U221,ACCT1028,VM100228,2026-03-17T21:00:00,Database,SKU4,15573,sec,1245.84,INR,0.0,0.08,2026-01-01
U222,ACCT1088,VM100189,2026-04-03T22:00:00,Database,SKU2,42359,sec,3388.72,INR,0.0,0.08,2026-01-01
U223,ACCT1051,VM100142,2026-02-02T09:00:00,Network,SKU3,8105,sec,648.4,INR,0.0,0.08,2026-01-01
U224,ACCT1085,VM100109,2026-04-20T12:00:00,Compute,SKU2,42009,sec,3360.72,INR,100.0,0.08,2026-01-01
U225,ACCT1043,VM100125,2026-01-22T11:00:00,Storage,SKU3,37100,sec,2968,INR,0.0,0.08,2026-01-01
U226,ACCT1098,VM100284,2026-02-05T08:00:00,Storage,SKU8,38529,sec,3082.32,INR,0.0,0.08,2026-01-01
U227,ACCT1043,VM100076,2026-05-15T14:00:00,Compute,SKU9,39158,sec,3132.64,INR,0.0,0.08,2026-01-01
U228,ACCT1019,VM100067,2026-04-03T04:00:00,Storage,SKU4,16526,sec,1322.08,INR,0.0,0.08,2026-01-01
U229,ACCT1085,VM100014,2026-01-23T11:00:00,Database,SKU8,1073,sec,85.84,INR,0.0,0.08,2026-01-01
U230,ACCT1076,VM100166,2026-01-03T16:00:00,Database,SKU2,11519,sec,921.52,INR,0.0,0.08,2026-01-01
U231,ACCT1017,VM100216,2026-03-31T18:00:00,Compute,SKU16,7548,sec,603.84,INR,0.0,0.08,2026-01-01
U232,ACCT1058,VM100186,2026-03-29T14:00:00,Compute,SKU15,39006,sec,3120.48,INR,100.0,0.08,2026-01-01
U233,ACCT1065,VM100114,2026-06-11T08:00:00,Compute,SKU17,40411,sec,3232.88,INR,0.0,0.08,2026-01-01
U234,ACCT1039,VM100235,2026-04-20T19:00:00,Compute,SKU16,2141,sec,171.28,INR,0.0,0.08,2026-01-01
U235,ACCT1052,VM100219,2026-04-28T02:00:00,Network,SKU15,7175,sec,574,INR,0.0,0.08,2026-01-01
U236,ACCT1010,VM100042,2026-02-24T23:00:00,Storage,SKU3,39965,sec,3197.2,INR,0.0,0.08,2026-01-01
U237,ACCT1017,VM100141,2026-04-17T13:00:00,Database,SKU13,41589,sec,3327.12,INR,0.0,0.08,2026-01-01
U238,ACCT1077,VM100272,2026-02-20T07:00:00,Network,SKU4,29834,sec,2386.72,INR,0.0,0.08,2026-01-01
U239,ACCT1090,VM100059,2026-05-26T13:00:00,Storage,SKU14,43007,sec,3440.56,INR,0.0,0.08,2026-01-01
U240,ACCT1058,VM100117,2026-03-12T14:00:00,Network,SKU13,22312,sec,1784.96,INR,100.0,0.08,2026-01-01
U241,ACCT1054,VM100049,2026-02-23T08:00:00,Database,SKU9,28068,sec,2245.44,INR,0.0,0.08,2026-01-01
U242,ACCT1048,VM100079,2026-04-28T05:00:00,Compute,SKU3,31181,sec,2494.48,INR,0.0,0.08,2026-01-01
U243,ACCT1011,VM100048,2026-03-15T16:00:00,Database,SKU5,6428,sec,514.24,INR,0.0,0.08,2026-01-01
U244,ACCT1072,VM100031,2026-04-11T02:00:00,Database,SKU4,36904,sec,2952.32,INR,0.0,0.08,2026-01-01
U245,ACCT1053,VM100182,2026-05-30T02:00:00,Network,SKU2,43703,sec,3496.24,INR,0.0,0.08,2026-01-01
U246,ACCT1037,VM100160,2026-03-02T00:00:00,Storage,SKU5,6889,sec,551.12,INR,0.0,0.08,2026-01-01
U247,ACCT1085,VM100247,2026-02-08T06:00:00,Database,SKU18,7192,sec,575.36,INR,0.0,0.08,2026-01-01
U248,ACCT1048,VM100059,2026-05-11T03:00:00,Storage,SKU14,18356,sec,1468.48,INR,100.0,0.08,2026-01-01
U249,ACCT1072,VM100286,2026-01-05T11:00:00,Database,SKU1,40011,sec,3200.88,INR,0.0,0.08,2026-01-01
U250,ACCT1024,VM100140,2026-04-30T22:00:00,Database,SKU12,20349,sec,1627.92,INR,0.0,0.08,2026-01-01
U251,ACCT1001,VM100093,2026-05-29T10:00:00,Network,SKU3,9488,sec,759.04,INR,0.0,0.08,2026-01-01
U252,ACCT1019,VM100016,2026-01-16T15:00:00,Storage,SKU13,48997,sec,3919.76,INR,0.0,0.08,2026-01-01
U253,ACCT1054,VM100233,2026-02-28T04:00:00,Database,SKU10,10415,sec,833.2,INR,0.0,0.08,2026-01-01
U254,ACCT1093,VM100167,2026-05-13T13:00:00,Compute,SKU2,37297,sec,2983.76,INR,0.0,0.08,2026-01-01
U255,ACCT1020,VM100081,2026-05-09T18:00:00,Compute,SKU3,40590,sec,3247.2,INR,0.0,0.08,2026-01-01
U256,ACCT1035,VM100227,2026-04-23T23:00:00,Network,SKU20,27888,sec,2231.04,INR,100.0,0.08,2026-01-01
U257,ACCT1057,VM100213,2026-02-16T14:00:00,Compute,SKU12,14227,sec,1138.16,INR,0.0,0.08,2026-01-01
U258,ACCT1056,VM100057,2026-02-18T08:00:00,Network,SKU17,44547,sec,3563.76,INR,0.0,0.08,2026-01-01
U259,ACCT1086,VM100158,2026-01-08T18:00:00,Network,SKU20,14551,sec,1164.08,INR,0.0,0.08,2026-01-01
U260,ACCT1008,VM100004,2026-02-04T21:00:00,Storage,SKU5,19853,sec,1588.24,INR,0.0,0.08,2026-01-01
U261,ACCT1098,VM100131,2026-02-19T09:00:00,Compute,SKU1,21603,sec,1728.24,INR,0.0,0.08,2026-01-01
U262,ACCT1064,VM100221,2026-01-30T23:00:00,Network,SKU18,8566,sec,685.28,INR,0.0,0.08,2026-01-01
U263,ACCT1091,VM100118,2026-03-27T09:00:00,Database,SKU3,36716,sec,2937.28,INR,0.0,0.08,2026-01-01
U264,ACCT1051,VM100022,2026-03-16T10:00:00,Network,SKU3,1328,sec,106.24,INR,100.0,0.08,2026-01-01
U265,ACCT1041,VM100295,2026-03-15T06:00:00,Network,SKU14,37678,sec,3014.24,INR,0.0,0.08,2026-01-01
U266,ACCT1038,VM100059,2026-03-11T03:00:00,Database,SKU6,1466,sec,117.28,INR,0.0,0.08,2026-01-01
U267,ACCT1080,VM100236,2026-05-22T23:00:00,Database,SKU3,45294,sec,3623.52,INR,0.0,0.08,2026-01-01
U268,ACCT1056,VM100055,2026-02-11T12:00:00,Network,SKU17,28652,sec,2292.16,INR,0.0,0.08,2026-01-01
U269,ACCT1011,VM100203,2026-05-29T13:00:00,Database,SKU8,20434,sec,1634.72,INR,0.0,0.08,2026-01-01
U270,ACCT1043,VM100087,2026-01-14T00:00:00,Compute,SKU17,33555,sec,2684.4,INR,0.0,0.08,2026-01-01
U271,ACCT1066,VM100100,2026-06-04T14:00:00,Database,SKU5,22996,sec,1839.68,INR,0.0,0.08,2026-01-01
U272,ACCT1031,VM100053,2026-01-25T23:00:00,Storage,SKU6,16875,sec,1350,INR,100.0,0.08,2026-01-01
U273,ACCT1078,VM100079,2026-05-10T17:00:00,Compute,SKU6,49851,sec,3988.08,INR,0.0,0.08,2026-01-01
U274,ACCT1099,VM100253,2026-03-21T04:00:00,Network,SKU19,49543,sec,3963.44,INR,0.0,0.08,2026-01-01
U275,ACCT1083,VM100166,2026-05-28T11:00:00,Database,SKU5,41205,sec,3296.4,INR,0.0,0.08,2026-01-01
U276,ACCT1057,VM100035,2026-03-22T00:00:00,Database,SKU9,29080,sec,2326.4,INR,0.0,0.08,2026-01-01
U277,ACCT1076,VM100029,2026-03-02T01:00:00,Compute,SKU10,33348,sec,2667.84,INR,0.0,0.08,2026-01-01
U278,ACCT1060,VM100232,2026-01-07T10:00:00,Database,SKU10,3828,sec,306.24,INR,0.0,0.08,2026-01-01
U279,ACCT1010,VM100047,2026-04-15T23:00:00,Network,SKU15,39033,sec,3122.64,INR,0.0,0.08,2026-01-01
U280,ACCT1075,VM100284,2026-06-12T20:00:00,Compute,SKU15,48525,sec,3882,INR,100.0,0.08,2026-01-01
U281,ACCT1074,VM100097,2026-02-24T20:00:00,Network,SKU17,39749,sec,3179.92,INR,0.0,0.08,2026-01-01
U282,ACCT1020,VM100032,2026-03-18T21:00:00,Database,SKU3,6883,sec,550.64,INR,0.0,0.08,2026-01-01
U283,ACCT1065,VM100089,2026-01-07T16:00:00,Network,SKU15,16336,sec,1306.88,INR,0.0,0.08,2026-01-01
U284,ACCT1068,VM100268,2026-04-15T01:00:00,Database,SKU12,10503,sec,840.24,INR,0.0,0.08,2026-01-01
U285,ACCT1037,VM100199,2026-03-11T18:00:00,Compute,SKU11,22275,sec,1782,INR,0.0,0.08,2026-01-01
U286,ACCT1009,VM100169,2026-01-17T03:00:00,Network,SKU10,36666,sec,2933.28,INR,0.0,0.08,2026-01-01
U287,ACCT1033,VM100077,2026-02-26T21:00:00,Storage,SKU12,5441,sec,435.28,INR,0.0,0.08,2026-01-01
U288,ACCT1040,VM100201,2026-01-23T00:00:00,Compute,SKU10,39096,sec,3127.68,INR,100.0,0.08,2026-01-01
U289,ACCT1072,VM100193,2026-04-20T19:00:00,Storage,SKU17,21627,sec,1730.16,INR,0.0,0.08,2026-01-01
U290,ACCT1012,VM100217,2026-03-28T18:00:00,Compute,SKU12,23812,sec,1904.96,INR,0.0,0.08,2026-01-01
U291,ACCT1040,VM100093,2026-06-12T07:00:00,Database,SKU16,14137,sec,1130.96,INR,0.0,0.08,2026-01-01
U292,ACCT1025,VM100116,2026-01-24T11:00:00,Compute,SKU10,10254,sec,820.32,INR,0.0,0.08,2026-01-01
U293,ACCT1013,VM100260,2026-05-12T13:00:00,Compute,SKU11,35474,sec,2837.92,INR,0.0,0.08,2026-01-01
U294,ACCT1099,VM100068,2026-04-12T22:00:00,Storage,SKU6,24788,sec,1983.04,INR,0.0,0.08,2026-01-01
U295,ACCT1024,VM100085,2026-05-04T01:00:00,Compute,SKU14,28783,sec,2302.64,INR,0.0,0.08,2026-01-01
U296,ACCT1047,VM100122,2026-06-15T11:00:00,Database,SKU15,29211,sec,2336.88,INR,100.0,0.08,2026-01-01
U297,ACCT1030,VM100274,2026-02-10T19:00:00,Network,SKU7,20381,sec,1630.48,INR,0.0,0.08,2026-01-01
U298,ACCT1048,VM100293,2026-03-17T04:00:00,Database,SKU13,30356,sec,2428.48,INR,0.0,0.08,2026-01-01
U299,ACCT1065,VM100271,2026-03-13T10:00:00,Storage,SKU20,10720,sec,857.6,INR,0.0,0.08,2026-01-01
U300,ACCT1018,VM100129,2026-01-09T21:00:00,Network,SKU12,42120,sec,3369.6,INR,0.0,0.08,2026-01-01
U301,ACCT1071,VM100053,2026-05-02T09:00:00,Compute,SKU10,33910,sec,2712.8,INR,0.0,0.08,2026-01-01
U302,ACCT1011,VM100083,2026-02-16T13:00:00,Storage,SKU14,29546,sec,2363.68,INR,0.0,0.08,2026-01-01
U303,ACCT1012,VM100114,2026-05-20T09:00:00,Database,SKU1,29665,sec,2373.2,INR,0.0,0.08,2026-01-01
U304,ACCT1054,VM100028,2026-03-09T15:00:00,Database,SKU8,32999,sec,2639.92,INR,100.0,0.08,2026-01-01
U305,ACCT1050,VM100042,2026-03-05T23:00:00,Compute,SKU11,14815,sec,1185.2,INR,0.0,0.08,2026-01-01
U306,ACCT1013,VM100172,2026-05-16T01:00:00,Storage,SKU2,9671,sec,773.68,INR,0.0,0.08,2026-01-01
U307,ACCT1037,VM100242,2026-04-29T19:00:00,Network,SKU15,9195,sec,735.6,INR,0.0,0.08,2026-01-01
U308,ACCT1079,VM100003,2026-06-04T14:00:00,Compute,SKU9,5292,sec,423.36,INR,0.0,0.08,2026-01-01
U309,ACCT1028,VM100077,2026-04-04T15:00:00,Network,SKU4,47760,sec,3820.8,INR,0.0,0.08,2026-01-01
U310,ACCT1100,VM100148,2026-02-10T13:00:00,Compute,SKU2,19836,sec,1586.88,INR,0.0,0.08,2026-01-01
U311,ACCT1031,VM100215,2026-04-20T01:00:00,Network,SKU3,40916,sec,3273.28,INR,0.0,0.08,2026-01-01
U312,ACCT1015,VM100256,2026-04-12T20:00:00,Compute,SKU17,35230,sec,2818.4,INR,100.0,0.08,2026-01-01
U313,ACCT1074,VM100124,2026-05-03T15:00:00,Database,SKU14,9509,sec,760.72,INR,0.0,0.08,2026-01-01
U314,ACCT1001,VM100181,2026-02-11T01:00:00,Network,SKU6,37499,sec,2999.92,INR,0.0,0.08,2026-01-01
U315,ACCT1086,VM100044,2026-03-31T08:00:00,Compute,SKU17,23732,sec,1898.56,INR,0.0,0.08,2026-01-01
U316,ACCT1070,VM100260,2026-05-15T05:00:00,Compute,SKU13,33367,sec,2669.36,INR,0.0,0.08,2026-01-01
U317,ACCT1061,VM100023,2026-04-19T11:00:00,Database,SKU9,25454,sec,2036.32,INR,0.0,0.08,2026-01-01
U318,ACCT1096,VM100009,2026-03-02T22:00:00,Database,SKU8,4527,sec,362.16,INR,0.0,0.08,2026-01-01
U319,ACCT1094,VM100054,2026-05-12T16:00:00,Database,SKU5,38235,sec,3058.8,INR,0.0,0.08,2026-01-01
U320,ACCT1006,VM100181,2026-04-04T04:00:00,Storage,SKU15,22287,sec,1782.96,INR,100.0,0.08,2026-01-01
U321,ACCT1090,VM100246,2026-04-18T19:00:00,Storage,SKU3,12045,sec,963.6,INR,0.0,0.08,2026-01-01
U322,ACCT1092,VM100235,2026-01-07T07:00:00,Storage,SKU2,19331,sec,1546.48,INR,0.0,0.08,2026-01-01
U323,ACCT1026,VM100022,2026-02-23T20:00:00,Network,SKU18,20421,sec,1633.68,INR,0.0,0.08,2026-01-01
U324,ACCT1061,VM100130,2026-01-07T05:00:00,Storage,SKU10,49467,sec,3957.36,INR,0.0,0.08,2026-01-01
U325,ACCT1046,VM100025,2026-05-28T18:00:00,Database,SKU9,43074,sec,3445.92,INR,0.0,0.08,2026-01-01
U326,ACCT1016,VM100189,2026-03-16T13:00:00,Network,SKU13,26315,sec,2105.2,INR,0.0,0.08,2026-01-01
U327,ACCT1044,VM100096,2026-03-26T16:00:00,Network,SKU12,45455,sec,3636.4,INR,0.0,0.08,2026-01-01
U328,ACCT1067,VM100137,2026-05-17T17:00:00,Network,SKU3,5514,sec,441.12,INR,100.0,0.08,2026-01-01
U329,ACCT1056,VM100093,2026-04-04T02:00:00,Database,SKU4,19352,sec,1548.16,INR,0.0,0.08,2026-01-01
U330,ACCT1011,VM100168,2026-04-23T19:00:00,Database,SKU15,19475,sec,1558,INR,0.0,0.08,2026-01-01
U331,ACCT1078,VM100219,2026-01-29T10:00:00,Network,SKU12,45304,sec,3624.32,INR,0.0,0.08,2026-01-01
U332,ACCT1058,VM100022,2026-05-05T01:00:00,Network,SKU9,23205,sec,1856.4,INR,0.0,0.08,2026-01-01
U333,ACCT1082,VM100030,2026-01-13T19:00:00,Network,SKU12,44086,sec,3526.88,INR,0.0,0.08,2026-01-01
U334,ACCT1066,VM100082,2026-06-12T14:00:00,Storage,SKU20,2140,sec,171.2,INR,0.0,0.08,2026-01-01
U335,ACCT1087,VM100225,2026-01-06T22:00:00,Compute,SKU8,8372,sec,669.76,INR,0.0,0.08,2026-01-01
U336,ACCT1100,VM100188,2026-03-03T19:00:00,Compute,SKU20,25190,sec,2015.2,INR,100.0,0.08,2026-01-01
U337,ACCT1020,VM100231,2026-06-11T22:00:00,Database,SKU15,24411,sec,1952.88,INR,0.0,0.08,2026-01-01
U338,ACCT1098,VM100040,2026-04-08T22:00:00,Database,SKU13,9123,sec,729.84,INR,0.0,0.08,2026-01-01
U339,ACCT1041,VM100143,2026-02-12T14:00:00,Compute,SKU6,7534,sec,602.72,INR,0.0,0.08,2026-01-01
U340,ACCT1064,VM100266,2026-03-08T01:00:00,Compute,SKU9,36909,sec,2952.72,INR,0.0,0.08,2026-01-01
U341,ACCT1100,VM100134,2026-05-01T03:00:00,Storage,SKU20,29346,sec,2347.68,INR,0.0,0.08,2026-01-01
U342,ACCT1037,VM100252,2026-02-04T03:00:00,Storage,SKU3,8137,sec,650.96,INR,0.0,0.08,2026-01-01
U343,ACCT1058,VM100089,2026-06-03T08:00:00,Network,SKU3,46851,sec,3748.08,INR,0.0,0.08,2026-01-01
U344,ACCT1088,VM100164,2026-04-24T23:00:00,Compute,SKU18,22868,sec,1829.44,INR,100.0,0.08,2026-01-01
U345,ACCT1070,VM100149,2026-06-02T02:00:00,Storage,SKU6,19757,sec,1580.56,INR,0.0,0.08,2026-01-01
U346,ACCT1047,VM100261,2026-02-08T06:00:00,Storage,SKU5,8053,sec,644.24,INR,0.0,0.08,2026-01-01
U347,ACCT1031,VM100253,2026-01-05T11:00:00,Database,SKU15,23751,sec,1900.08,INR,0.0,0.08,2026-01-01
U348,ACCT1071,VM100067,2026-04-15T10:00:00,Compute,SKU10,5750,sec,460,INR,0.0,0.08,2026-01-01
U349,ACCT1051,VM100246,2026-03-31T17:00:00,Network,SKU19,27021,sec,2161.68,INR,0.0,0.08,2026-01-01
U350,ACCT1010,VM100065,2026-06-15T22:00:00,Compute,SKU15,20876,sec,1670.08,INR,0.0,0.08,2026-01-01
U351,ACCT1060,VM100265,2026-02-28T19:00:00,Storage,SKU5,8510,sec,680.8,INR,0.0,0.08,2026-01-01
U352,ACCT1056,VM100258,2026-06-05T10:00:00,Compute,SKU17,3731,sec,298.48,INR,100.0,0.08,2026-01-01
U353,ACCT1020,VM100156,2026-01-29T02:00:00,Database,SKU8,10714,sec,857.12,INR,0.0,0.08,2026-01-01
U354,ACCT1045,VM100266,2026-06-02T17:00:00,Compute,SKU9,18715,sec,1497.2,INR,0.0,0.08,2026-01-01
U355,ACCT1026,VM100283,2026-02-16T20:00:00,Database,SKU20,8303,sec,664.24,INR,0.0,0.08,2026-01-01
U356,ACCT1069,VM100048,2026-03-27T18:00:00,Storage,SKU19,42107,sec,3368.56,INR,0.0,0.08,2026-01-01
U357,ACCT1075,VM100079,2026-01-30T05:00:00,Database,SKU19,43270,sec,3461.6,INR,0.0,0.08,2026-01-01
U358,ACCT1006,VM100015,2026-01-14T20:00:00,Database,SKU7,3079,sec,246.32,INR,0.0,0.08,2026-01-01
U359,ACCT1099,VM100293,2026-03-13T02:00:00,Compute,SKU16,40608,sec,3248.64,INR,0.0,0.08,2026-01-01
U360,ACCT1081,VM100280,2026-02-19T10:00:00,Database,SKU16,42168,sec,3373.44,INR,100.0,0.08,2026-01-01
U361,ACCT1032,VM100208,2026-02-20T18:00:00,Compute,SKU2,29823,sec,2385.84,INR,0.0,0.08,2026-01-01
U362,ACCT1021,VM100226,2026-03-12T22:00:00,Network,SKU7,31835,sec,2546.8,INR,0.0,0.08,2026-01-01
U363,ACCT1044,VM100074,2026-02-23T08:00:00,Database,SKU12,47178,sec,3774.24,INR,0.0,0.08,2026-01-01
U364,ACCT1052,VM100067,2026-05-10T19:00:00,Compute,SKU11,24383,sec,1950.64,INR,0.0,0.08,2026-01-01
U365,ACCT1031,VM100239,2026-01-21T21:00:00,Network,SKU8,17629,sec,1410.32,INR,0.0,0.08,2026-01-01
U366,ACCT1019,VM100050,2026-01-09T15:00:00,Network,SKU20,19119,sec,1529.52,INR,0.0,0.08,2026-01-01
U367,ACCT1054,VM100128,2026-06-14T07:00:00,Database,SKU19,10566,sec,845.28,INR,0.0,0.08,2026-01-01
U368,ACCT1093,VM100161,2026-02-02T09:00:00,Network,SKU17,10542,sec,843.36,INR,100.0,0.08,2026-01-01
U369,ACCT1060,VM100256,2026-05-31T00:00:00,Network,SKU1,20320,sec,1625.6,INR,0.0,0.08,2026-01-01
U370,ACCT1012,VM100202,2026-03-28T06:00:00,Storage,SKU7,30065,sec,2405.2,INR,0.0,0.08,2026-01-01
U371,ACCT1075,VM100181,2026-01-09T07:00:00,Database,SKU16,3412,sec,272.96,INR,0.0,0.08,2026-01-01
U372,ACCT1077,VM100241,2026-02-18T18:00:00,Compute,SKU4,35272,sec,2821.76,INR,0.0,0.08,2026-01-01
U373,ACCT1056,VM100069,2026-05-31T14:00:00,Database,SKU13,17432,sec,1394.56,INR,0.0,0.08,2026-01-01
U374,ACCT1047,VM100024,2026-03-10T08:00:00,Storage,SKU12,3452,sec,276.16,INR,0.0,0.08,2026-01-01
U375,ACCT1071,VM100148,2026-01-13T13:00:00,Network,SKU18,25419,sec,2033.52,INR,0.0,0.08,2026-01-01
U376,ACCT1036,VM100061,2026-01-22T23:00:00,Network,SKU12,6436,sec,514.88,INR,100.0,0.08,2026-01-01
U377,ACCT1044,VM100286,2026-06-10T05:00:00,Storage,SKU7,24060,sec,1924.8,INR,0.0,0.08,2026-01-01
U378,ACCT1078,VM100261,2026-03-10T12:00:00,Compute,SKU2,32873,sec,2629.84,INR,0.0,0.08,2026-01-01
U379,ACCT1005,VM100071,2026-05-02T18:00:00,Network,SKU17,21926,sec,1754.08,INR,0.0,0.08,2026-01-01
U380,ACCT1059,VM100077,2026-04-14T11:00:00,Storage,SKU11,33884,sec,2710.72,INR,0.0,0.08,2026-01-01
U381,ACCT1079,VM100164,2026-01-28T17:00:00,Database,SKU19,25852,sec,2068.16,INR,0.0,0.08,2026-01-01
U382,ACCT1044,VM100260,2026-05-22T08:00:00,Network,SKU19,33504,sec,2680.32,INR,0.0,0.08,2026-01-01
U383,ACCT1039,VM100244,2026-05-20T05:00:00,Database,SKU11,1190,sec,95.2,INR,0.0,0.08,2026-01-01
U384,ACCT1087,VM100057,2026-03-13T02:00:00,Database,SKU1,38353,sec,3068.24,INR,100.0,0.08,2026-01-01
U385,ACCT1077,VM100243,2026-02-15T07:00:00,Storage,SKU2,43064,sec,3445.12,INR,0.0,0.08,2026-01-01
U386,ACCT1075,VM100246,2026-01-30T02:00:00,Network,SKU5,34456,sec,2756.48,INR,0.0,0.08,2026-01-01
U387,ACCT1088,VM100125,2026-01-06T09:00:00,Compute,SKU7,37623,sec,3009.84,INR,0.0,0.08,2026-01-01
U388,ACCT1003,VM100226,2026-02-23T12:00:00,Storage,SKU14,27545,sec,2203.6,INR,0.0,0.08,2026-01-01
U389,ACCT1089,VM100105,2026-03-12T00:00:00,Network,SKU2,32987,sec,2638.96,INR,0.0,0.08,2026-01-01
U390,ACCT1091,VM100071,2026-03-30T12:00:00,Database,SKU16,13688,sec,1095.04,INR,0.0,0.08,2026-01-01
U391,ACCT1068,VM100193,2026-02-23T13:00:00,Network,SKU18,11449,sec,915.92,INR,0.0,0.08,2026-01-01
U392,ACCT1044,VM100280,2026-03-02T11:00:00,Database,SKU20,44393,sec,3551.44,INR,100.0,0.08,2026-01-01
U393,ACCT1062,VM100099,2026-06-13T09:00:00,Database,SKU18,16255,sec,1300.4,INR,0.0,0.08,2026-01-01
U394,ACCT1039,VM100116,2026-06-10T16:00:00,Database,SKU7,19604,sec,1568.32,INR,0.0,0.08,2026-01-01
U395,ACCT1089,VM100251,2026-02-24T02:00:00,Database,SKU18,31544,sec,2523.52,INR,0.0,0.08,2026-01-01
U396,ACCT1093,VM100141,2026-02-19T02:00:00,Network,SKU13,8087,sec,646.96,INR,0.0,0.08,2026-01-01
U397,ACCT1045,VM100075,2026-02-19T13:00:00,Database,SKU3,2856,sec,228.48,INR,0.0,0.08,2026-01-01
U398,ACCT1045,VM100227,2026-04-22T22:00:00,Network,SKU7,16906,sec,1352.48,INR,0.0,0.08,2026-01-01
U399,ACCT1026,VM100276,2026-02-16T06:00:00,Database,SKU5,36932,sec,2954.56,INR,0.0,0.08,2026-01-01
U400,ACCT1014,VM100123,2026-02-11T09:00:00,Storage,SKU8,3426,sec,274.08,INR,100.0,0.08,2026-01-01
U401,ACCT1007,VM100052,2026-03-12T12:00:00,Network,SKU4,21746,sec,1739.68,INR,0.0,0.08,2026-01-01
U402,ACCT1088,VM100071,2026-01-01T21:00:00,Storage,SKU14,36167,sec,2893.36,INR,0.0,0.08,2026-01-01
U403,ACCT1084,VM100244,2026-03-23T11:00:00,Storage,SKU10,42733,sec,3418.64,INR,0.0,0.08,2026-01-01
U404,ACCT1042,VM100147,2026-04-21T05:00:00,Compute,SKU19,3977,sec,318.16,INR,0.0,0.08,2026-01-01
U405,ACCT1030,VM100274,2026-05-07T01:00:00,Compute,SKU6,47490,sec,3799.2,INR,0.0,0.08,2026-01-01
U406,ACCT1054,VM100091,2026-06-09T09:00:00,Network,SKU16,2481,sec,198.48,INR,0.0,0.08,2026-01-01
U407,ACCT1024,VM100149,2026-05-30T15:00:00,Compute,SKU10,2555,sec,204.4,INR,0.0,0.08,2026-01-01
U408,ACCT1073,VM100055,2026-06-08T10:00:00,Database,SKU15,22057,sec,1764.56,INR,100.0,0.08,2026-01-01
U409,ACCT1083,VM100279,2026-03-31T11:00:00,Storage,SKU17,32469,sec,2597.52,INR,0.0,0.08,2026-01-01
U410,ACCT1060,VM100140,2026-02-02T21:00:00,Database,SKU6,7482,sec,598.56,INR,0.0,0.08,2026-01-01
U411,ACCT1094,VM100235,2026-04-21T15:00:00,Storage,SKU1,16960,sec,1356.8,INR,0.0,0.08,2026-01-01
U412,ACCT1095,VM100173,2026-05-15T22:00:00,Storage,SKU6,19434,sec,1554.72,INR,0.0,0.08,2026-01-01
U413,ACCT1079,VM100208,2026-05-22T03:00:00,Database,SKU3,28129,sec,2250.32,INR,0.0,0.08,2026-01-01
U414,ACCT1052,VM100049,2026-02-01T12:00:00,Network,SKU11,9315,sec,745.2,INR,0.0,0.08,2026-01-01
U415,ACCT1032,VM100004,2026-02-14T12:00:00,Storage,SKU15,25237,sec,2018.96,INR,0.0,0.08,2026-01-01
U416,ACCT1097,VM100137,2026-06-12T19:00:00,Database,SKU19,21702,sec,1736.16,INR,100.0,0.08,2026-01-01
U417,ACCT1093,VM100294,2026-01-02T22:00:00,Database,SKU8,17241,sec,1379.28,INR,0.0,0.08,2026-01-01
U418,ACCT1008,VM100061,2026-03-21T10:00:00,Storage,SKU13,20206,sec,1616.48,INR,0.0,0.08,2026-01-01
U419,ACCT1088,VM100258,2026-06-07T13:00:00,Database,SKU4,46208,sec,3696.64,INR,0.0,0.08,2026-01-01
U420,ACCT1082,VM100152,2026-03-04T17:00:00,Storage,SKU8,40380,sec,3230.4,INR,0.0,0.08,2026-01-01
U421,ACCT1018,VM100245,2026-01-27T03:00:00,Database,SKU14,29917,sec,2393.36,INR,0.0,0.08,2026-01-01
U422,ACCT1090,VM100282,2026-06-05T18:00:00,Storage,SKU8,30956,sec,2476.48,INR,0.0,0.08,2026-01-01
U423,ACCT1088,VM100042,2026-03-31T16:00:00,Database,SKU3,29378,sec,2350.24,INR,0.0,0.08,2026-01-01
U424,ACCT1073,VM100058,2026-01-11T12:00:00,Storage,SKU19,35990,sec,2879.2,INR,100.0,0.08,2026-01-01
U425,ACCT1069,VM100077,2026-01-29T01:00:00,Network,SKU4,21603,sec,1728.24,INR,0.0,0.08,2026-01-01
