Usage_ID,Account,Resource_ID,TS,Service,SKU,Usage,Unit,Cost,Currency,Credit_Amount,Price_Per_Second,Effective_Date,Date,Month,Day,Hour,Cloud_Provider,Net_Cost,Blended_Rate,Effective_Discount_%,Region,Owner,Environment,CPU_Utilization,Memory_Utilization,Disk_Utilization,Purchase_Type,Status,Tags_Present,Tag_Completeness_%,Tag_Status,Recommendation,Priority,Estimated_Savings
U112,ACCT1083,VM100220,2026-01-24 03:00:00,Storage,SKU2,30357,sec,2428.56,INR,100.0,0.08,2026-01-01,2026-01-24,2026-01,24,3,GCP,2528.56,0.08329413314886187,4.12,,,,,,,,,,,,Healthy,Low,0.0
U113,ACCT1034,VM100195,2026-02-25 20:00:00,Network,SKU11,13971,sec,1117.68,INR,0.0,0.08,2026-01-01,2026-02-25,2026-02,25,20,Azure,1117.68,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U114,ACCT1044,VM100195,2026-02-17 11:00:00,Network,SKU9,49383,sec,3950.64,INR,0.0,0.08,2026-01-01,2026-02-17,2026-02,17,11,Azure,3950.64,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U115,ACCT1011,VM100241,2026-01-04 07:00:00,Compute,SKU12,49188,sec,3935.04,INR,0.0,0.08,2026-01-01,2026-01-04,2026-01,4,7,Azure,3935.04,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U116,ACCT1029,VM100036,2026-05-14 07:00:00,Compute,SKU1,42813,sec,3425.04,INR,0.0,0.08,2026-01-01,2026-05-14,2026-05,14,7,Azure,3425.04,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U117,ACCT1032,VM100103,2026-05-24 05:00:00,Storage,SKU8,1435,sec,114.8,INR,0.0,0.08,2026-01-01,2026-05-24,2026-05,24,5,AWS,114.8,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U118,ACCT1017,VM100243,2026-04-25 06:00:00,Storage,SKU15,7596,sec,607.68,INR,0.0,0.08,2026-01-01,2026-04-25,2026-04,25,6,Azure,607.68,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U119,ACCT1090,VM100132,2026-05-11 21:00:00,Storage,SKU20,24275,sec,1942.0,INR,0.0,0.08,2026-01-01,2026-05-11,2026-05,11,21,AWS,1942.0,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U120,ACCT1078,VM100059,2026-05-13 17:00:00,Database,SKU4,10832,sec,866.56,INR,100.0,0.08,2026-01-01,2026-05-13,2026-05,13,17,AWS,966.56,0.08923190546528803,11.54,,,,,,,,,,,,Healthy,Low,0.0
U121,ACCT1075,VM100014,2026-06-08 12:00:00,Network,SKU13,20544,sec,1643.52,INR,0.0,0.08,2026-01-01,2026-06-08,2026-06,8,12,Azure,1643.52,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U122,ACCT1092,VM100102,2026-01-13 23:00:00,Storage,SKU4,38903,sec,3112.24,INR,0.0,0.08,2026-01-01,2026-01-13,2026-01,13,23,AWS,3112.24,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U123,ACCT1090,VM100155,2026-05-26 02:00:00,Compute,SKU19,44943,sec,3595.44,INR,0.0,0.08,2026-01-01,2026-05-26,2026-05,26,2,GCP,3595.44,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U124,ACCT1006,VM100178,2026-04-01 22:00:00,Database,SKU3,28174,sec,2253.92,INR,0.0,0.08,2026-01-01,2026-04-01,2026-04,1,22,Azure,2253.92,0.08,0.0,eu-west-1,Bob,QA,90.0,54.0,18.0,SPOT,Running,6.0,100.0,Excellent,Healthy,Low,0.0
U125,ACCT1065,VM100175,2026-01-03 03:00:00,Network,SKU4,27628,sec,2210.24,INR,0.0,0.08,2026-01-01,2026-01-03,2026-01,3,3,AWS,2210.24,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U126,ACCT1056,VM100186,2026-04-19 11:00:00,Storage,SKU14,30229,sec,2418.32,INR,0.0,0.08,2026-01-01,2026-04-19,2026-04,19,11,Azure,2418.32,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U127,ACCT1023,VM100268,2026-06-14 18:00:00,Database,SKU20,42728,sec,3418.24,INR,0.0,0.08,2026-01-01,2026-06-14,2026-06,14,18,Azure,3418.24,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U128,ACCT1069,VM100248,2026-03-21 08:00:00,Database,SKU11,28645,sec,2291.6,INR,100.0,0.08,2026-01-01,2026-03-21,2026-03,21,8,Azure,2391.6,0.08349101064758248,4.36,,,,,,,,,,,,Healthy,Low,0.0
U129,ACCT1032,VM100045,2026-02-17 14:00:00,Storage,SKU15,29643,sec,2371.44,INR,0.0,0.08,2026-01-01,2026-02-17,2026-02,17,14,AWS,2371.44,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U130,ACCT1073,VM100195,2026-02-27 09:00:00,Network,SKU11,1980,sec,158.4,INR,0.0,0.08,2026-01-01,2026-02-27,2026-02,27,9,GCP,158.4,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U131,ACCT1024,VM100250,2026-02-06 04:00:00,Database,SKU11,23353,sec,1868.24,INR,0.0,0.08,2026-01-01,2026-02-06,2026-02,6,4,GCP,1868.24,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U132,ACCT1036,VM100142,2026-04-05 20:00:00,Storage,SKU3,765,sec,61.2,INR,0.0,0.08,2026-01-01,2026-04-05,2026-04,5,20,AWS,61.2,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U133,ACCT1031,VM100209,2026-03-25 09:00:00,Storage,SKU16,36484,sec,2918.72,INR,0.0,0.08,2026-01-01,2026-03-25,2026-03,25,9,Azure,2918.72,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U134,ACCT1083,VM100252,2026-03-18 11:00:00,Compute,SKU10,1230,sec,98.4,INR,0.0,0.08,2026-01-01,2026-03-18,2026-03,18,11,AWS,98.4,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U135,ACCT1029,VM100208,2026-04-29 01:00:00,Database,SKU19,16045,sec,1283.6,INR,0.0,0.08,2026-01-01,2026-04-29,2026-04,29,1,AWS,1283.6,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U136,ACCT1048,VM100243,2026-04-05 11:00:00,Database,SKU14,34894,sec,2791.52,INR,100.0,0.08,2026-01-01,2026-04-05,2026-04,5,11,AWS,2891.52,0.08286582220439044,3.58,,,,,,,,,,,,Healthy,Low,0.0
U137,ACCT1096,VM100282,2026-02-26 10:00:00,Network,SKU9,23156,sec,1852.48,INR,0.0,0.08,2026-01-01,2026-02-26,2026-02,26,10,Azure,1852.48,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U138,ACCT1040,VM100129,2026-02-09 08:00:00,Storage,SKU11,8007,sec,640.56,INR,0.0,0.08,2026-01-01,2026-02-09,2026-02,9,8,AWS,640.56,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U139,ACCT1016,VM100275,2026-06-12 06:00:00,Storage,SKU7,45330,sec,3626.4,INR,0.0,0.08,2026-01-01,2026-06-12,2026-06,12,6,Azure,3626.4,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U140,ACCT1028,VM100248,2026-02-17 04:00:00,Database,SKU4,47586,sec,3806.88,INR,0.0,0.08,2026-01-01,2026-02-17,2026-02,17,4,AWS,3806.88,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U141,ACCT1025,VM100152,2026-02-08 19:00:00,Storage,SKU10,23750,sec,1900.0,INR,0.0,0.08,2026-01-01,2026-02-08,2026-02,8,19,GCP,1900.0,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U142,ACCT1002,VM100274,2026-01-22 14:00:00,Compute,SKU2,18077,sec,1446.16,INR,0.0,0.08,2026-01-01,2026-01-22,2026-01,22,14,AWS,1446.16,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U143,ACCT1071,VM100150,2026-04-30 00:00:00,Network,SKU4,8375,sec,670.0,INR,0.0,0.08,2026-01-01,2026-04-30,2026-04,30,0,AWS,670.0,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U144,ACCT1002,VM100294,2026-02-18 12:00:00,Network,SKU15,30862,sec,2468.96,INR,100.0,0.08,2026-01-01,2026-02-18,2026-02,18,12,GCP,2568.96,0.08324023070442615,4.05,,,,,,,,,,,,Healthy,Low,0.0
U145,ACCT1044,VM100095,2026-06-14 18:00:00,Database,SKU16,3467,sec,277.36,INR,0.0,0.08,2026-01-01,2026-06-14,2026-06,14,18,Azure,277.36,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U146,ACCT1015,VM100034,2026-03-10 09:00:00,Compute,SKU19,32327,sec,2586.16,INR,0.0,0.08,2026-01-01,2026-03-10,2026-03,10,9,Azure,2586.16,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U147,ACCT1081,VM100028,2026-01-26 21:00:00,Database,SKU3,9877,sec,790.16,INR,0.0,0.08,2026-01-01,2026-01-26,2026-01,26,21,AWS,790.16,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U148,ACCT1032,VM100061,2026-04-06 05:00:00,Storage,SKU17,27374,sec,2189.92,INR,0.0,0.08,2026-01-01,2026-04-06,2026-04,6,5,GCP,2189.92,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U149,ACCT1049,VM100231,2026-06-05 01:00:00,Database,SKU19,29114,sec,2329.12,INR,0.0,0.08,2026-01-01,2026-06-05,2026-06,5,1,Azure,2329.12,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U150,ACCT1055,VM100157,2026-04-08 01:00:00,Compute,SKU20,40799,sec,3263.92,INR,0.0,0.08,2026-01-01,2026-04-08,2026-04,8,1,AWS,3263.92,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U151,ACCT1095,VM100051,2026-06-11 17:00:00,Storage,SKU9,13717,sec,1097.36,INR,0.0,0.08,2026-01-01,2026-06-11,2026-06,11,17,GCP,1097.36,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U152,ACCT1085,VM100042,2026-01-27 19:00:00,Storage,SKU18,15819,sec,1265.52,INR,100.0,0.08,2026-01-01,2026-01-27,2026-01,27,19,Azure,1365.52,0.08632151210569568,7.9,,,,,,,,,,,,Healthy,Low,0.0
U153,ACCT1010,VM100081,2026-01-01 10:00:00,Network,SKU20,26872,sec,2149.76,INR,0.0,0.08,2026-01-01,2026-01-01,2026-01,1,10,Azure,2149.76,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U154,ACCT1061,VM100150,2026-01-06 13:00:00,Database,SKU10,15270,sec,1221.6,INR,0.0,0.08,2026-01-01,2026-01-06,2026-01,6,13,GCP,1221.6,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U155,ACCT1090,VM100233,2026-01-13 03:00:00,Storage,SKU9,45148,sec,3611.84,INR,0.0,0.08,2026-01-01,2026-01-13,2026-01,13,3,GCP,3611.84,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U156,ACCT1081,VM100102,2026-03-14 13:00:00,Storage,SKU5,7621,sec,609.68,INR,0.0,0.08,2026-01-01,2026-03-14,2026-03,14,13,GCP,609.68,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U157,ACCT1035,VM100073,2026-01-13 04:00:00,Storage,SKU10,4008,sec,320.64,INR,0.0,0.08,2026-01-01,2026-01-13,2026-01,13,4,GCP,320.64,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U158,ACCT1077,VM100292,2026-06-07 05:00:00,Network,SKU4,19014,sec,1521.12,INR,0.0,0.08,2026-01-01,2026-06-07,2026-06,7,5,AWS,1521.12,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U159,ACCT1060,VM100156,2026-04-30 10:00:00,Database,SKU17,26478,sec,2118.24,INR,0.0,0.08,2026-01-01,2026-04-30,2026-04,30,10,GCP,2118.24,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U160,ACCT1070,VM100253,2026-03-16 17:00:00,Compute,SKU14,5371,sec,429.68,INR,100.0,0.08,2026-01-01,2026-03-16,2026-03,16,17,Azure,529.6800000000001,0.098618506795755,23.27,,,,,,,,,,,,Healthy,Low,0.0
U161,ACCT1095,VM100166,2026-04-14 00:00:00,Compute,SKU3,16508,sec,1320.64,INR,0.0,0.08,2026-01-01,2026-04-14,2026-04,14,0,Azure,1320.64,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U162,ACCT1030,VM100295,2026-04-11 04:00:00,Database,SKU19,1459,sec,116.72,INR,0.0,0.08,2026-01-01,2026-04-11,2026-04,11,4,AWS,116.72,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U163,ACCT1006,VM100090,2026-03-22 07:00:00,Network,SKU9,34110,sec,2728.8,INR,0.0,0.08,2026-01-01,2026-03-22,2026-03,22,7,Azure,2728.8,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U164,ACCT1024,VM100300,2026-03-16 09:00:00,Network,SKU3,41701,sec,3336.08,INR,0.0,0.08,2026-01-01,2026-03-16,2026-03,16,9,Azure,3336.08,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U165,ACCT1061,VM100179,2026-03-11 16:00:00,Database,SKU4,21943,sec,1755.44,INR,0.0,0.08,2026-01-01,2026-03-11,2026-03,11,16,GCP,1755.44,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U166,ACCT1021,VM100169,2026-03-12 06:00:00,Network,SKU10,45560,sec,3644.8,INR,0.0,0.08,2026-01-01,2026-03-12,2026-03,12,6,Azure,3644.8,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U167,ACCT1085,VM100206,2026-05-19 20:00:00,Compute,SKU15,49940,sec,3995.2,INR,0.0,0.08,2026-01-01,2026-05-19,2026-05,19,20,AWS,3995.2,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U168,ACCT1012,VM100162,2026-02-13 01:00:00,Compute,SKU13,21286,sec,1702.88,INR,100.0,0.08,2026-01-01,2026-02-13,2026-02,13,1,GCP,1802.88,0.08469792351780514,5.87,,,,,,,,,,,,Healthy,Low,0.0
U169,ACCT1066,VM100001,2026-04-23 05:00:00,Network,SKU14,35659,sec,2852.72,INR,0.0,0.08,2026-01-01,2026-04-23,2026-04,23,5,GCP,2852.72,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U170,ACCT1007,VM100097,2026-03-30 11:00:00,Network,SKU15,23809,sec,1904.72,INR,0.0,0.08,2026-01-01,2026-03-30,2026-03,30,11,AWS,1904.72,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U171,ACCT1098,VM100027,2026-02-04 17:00:00,Storage,SKU10,17601,sec,1408.08,INR,0.0,0.08,2026-01-01,2026-02-04,2026-02,4,17,GCP,1408.08,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U172,ACCT1057,VM100249,2026-01-21 17:00:00,Storage,SKU6,1991,sec,159.28,INR,0.0,0.08,2026-01-01,2026-01-21,2026-01,21,17,GCP,159.28,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U173,ACCT1040,VM100283,2026-01-03 08:00:00,Network,SKU3,36292,sec,2903.36,INR,0.0,0.08,2026-01-01,2026-01-03,2026-01,3,8,AWS,2903.36,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U174,ACCT1029,VM100059,2026-03-20 18:00:00,Storage,SKU16,7798,sec,623.84,INR,0.0,0.08,2026-01-01,2026-03-20,2026-03,20,18,GCP,623.84,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U175,ACCT1092,VM100150,2026-03-28 20:00:00,Database,SKU14,46329,sec,3706.32,INR,0.0,0.08,2026-01-01,2026-03-28,2026-03,28,20,AWS,3706.32,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U176,ACCT1062,VM100242,2026-02-11 14:00:00,Storage,SKU13,30035,sec,2402.8,INR,100.0,0.08,2026-01-01,2026-02-11,2026-02,11,14,AWS,2502.8,0.08332944897619445,4.16,,,,,,,,,,,,Healthy,Low,0.0
U177,ACCT1025,VM100261,2026-05-08 08:00:00,Compute,SKU9,9046,sec,723.68,INR,0.0,0.08,2026-01-01,2026-05-08,2026-05,8,8,Azure,723.68,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U178,ACCT1099,VM100213,2026-02-28 00:00:00,Database,SKU1,33375,sec,2670.0,INR,0.0,0.08,2026-01-01,2026-02-28,2026-02,28,0,Azure,2670.0,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U179,ACCT1037,VM100153,2026-05-23 22:00:00,Network,SKU5,38565,sec,3085.2,INR,0.0,0.08,2026-01-01,2026-05-23,2026-05,23,22,GCP,3085.2,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U180,ACCT1058,VM100276,2026-03-24 15:00:00,Database,SKU18,22718,sec,1817.44,INR,0.0,0.08,2026-01-01,2026-03-24,2026-03,24,15,GCP,1817.44,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U181,ACCT1098,VM100279,2026-03-06 09:00:00,Database,SKU7,29941,sec,2395.28,INR,0.0,0.08,2026-01-01,2026-03-06,2026-03,6,9,AWS,2395.28,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U182,ACCT1090,VM100123,2026-04-08 14:00:00,Storage,SKU14,25198,sec,2015.84,INR,0.0,0.08,2026-01-01,2026-04-08,2026-04,8,14,GCP,2015.84,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U183,ACCT1006,VM100163,2026-05-08 02:00:00,Network,SKU13,31096,sec,2487.68,INR,0.0,0.08,2026-01-01,2026-05-08,2026-05,8,2,AWS,2487.68,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U184,ACCT1085,VM100078,2026-03-26 12:00:00,Storage,SKU17,2526,sec,202.08,INR,100.0,0.08,2026-01-01,2026-03-26,2026-03,26,12,AWS,302.08000000000004,0.11958828186856692,49.49,,,,,,,,,,,,Healthy,Low,0.0
U185,ACCT1076,VM100170,2026-05-29 10:00:00,Network,SKU4,6677,sec,534.16,INR,0.0,0.08,2026-01-01,2026-05-29,2026-05,29,10,GCP,534.16,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U186,ACCT1068,VM100234,2026-01-03 14:00:00,Storage,SKU14,47446,sec,3795.68,INR,0.0,0.08,2026-01-01,2026-01-03,2026-01,3,14,AWS,3795.68,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U187,ACCT1084,VM100080,2026-01-13 18:00:00,Database,SKU11,30868,sec,2469.44,INR,0.0,0.08,2026-01-01,2026-01-13,2026-01,13,18,Azure,2469.44,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U188,ACCT1080,VM100204,2026-04-21 21:00:00,Database,SKU18,5363,sec,429.04,INR,0.0,0.08,2026-01-01,2026-04-21,2026-04,21,21,GCP,429.04,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U189,ACCT1049,VM100163,2026-04-17 23:00:00,Network,SKU18,47201,sec,3776.08,INR,0.0,0.08,2026-01-01,2026-04-17,2026-04,17,23,Azure,3776.08,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U190,ACCT1005,VM100036,2026-02-10 01:00:00,Database,SKU8,41463,sec,3317.04,INR,0.0,0.08,2026-01-01,2026-02-10,2026-02,10,1,GCP,3317.04,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U191,ACCT1096,VM100047,2026-03-16 01:00:00,Compute,SKU15,6551,sec,524.08,INR,0.0,0.08,2026-01-01,2026-03-16,2026-03,16,1,AWS,524.08,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U192,ACCT1022,VM100154,2026-06-04 04:00:00,Compute,SKU11,1997,sec,159.76,INR,100.0,0.08,2026-01-01,2026-06-04,2026-06,4,4,GCP,259.76,0.1300751126690035,62.59,eu-west-1,David,QA,39.0,65.0,73.0,ON_DEMAND,Running,6.0,100.0,Excellent,Snooze,Medium,15.975999999999999
U193,ACCT1008,VM100151,2026-03-03 04:00:00,Network,SKU5,24665,sec,1973.2,INR,0.0,0.08,2026-01-01,2026-03-03,2026-03,3,4,Azure,1973.2,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U194,ACCT1032,VM100272,2026-03-12 07:00:00,Storage,SKU6,37188,sec,2975.04,INR,0.0,0.08,2026-01-01,2026-03-12,2026-03,12,7,AWS,2975.04,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U195,ACCT1023,VM100041,2026-04-15 00:00:00,Storage,SKU16,25170,sec,2013.6,INR,0.0,0.08,2026-01-01,2026-04-15,2026-04,15,0,GCP,2013.6,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U196,ACCT1075,VM100074,2026-02-09 15:00:00,Database,SKU15,30321,sec,2425.68,INR,0.0,0.08,2026-01-01,2026-02-09,2026-02,9,15,GCP,2425.68,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U197,ACCT1033,VM100005,2026-06-03 09:00:00,Database,SKU18,30590,sec,2447.2,INR,0.0,0.08,2026-01-01,2026-06-03,2026-06,3,9,GCP,2447.2,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U198,ACCT1021,VM100038,2026-03-17 09:00:00,Database,SKU14,22746,sec,1819.68,INR,0.0,0.08,2026-01-01,2026-03-17,2026-03,17,9,Azure,1819.68,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U199,ACCT1089,VM100129,2026-03-19 23:00:00,Storage,SKU13,19899,sec,1591.92,INR,0.0,0.08,2026-01-01,2026-03-19,2026-03,19,23,Azure,1591.92,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U200,ACCT1062,VM100055,2026-02-10 11:00:00,Database,SKU19,25093,sec,2007.44,INR,100.0,0.08,2026-01-01,2026-02-10,2026-02,10,11,GCP,2107.44,0.08398517514844778,4.98,,,,,,,,,,,,Healthy,Low,0.0
U201,ACCT1038,VM100152,2026-01-04 17:00:00,Network,SKU9,43237,sec,3458.96,INR,0.0,0.08,2026-01-01,2026-01-04,2026-01,4,17,AWS,3458.96,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U202,ACCT1002,VM100290,2026-05-28 15:00:00,Compute,SKU20,45044,sec,3603.52,INR,0.0,0.08,2026-01-01,2026-05-28,2026-05,28,15,AWS,3603.52,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U203,ACCT1096,VM100255,2026-05-23 03:00:00,Storage,SKU20,18856,sec,1508.48,INR,0.0,0.08,2026-01-01,2026-05-23,2026-05,23,3,Azure,1508.48,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U204,ACCT1046,VM100113,2026-04-19 15:00:00,Database,SKU5,12560,sec,1004.8,INR,0.0,0.08,2026-01-01,2026-04-19,2026-04,19,15,AWS,1004.8,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U205,ACCT1081,VM100050,2026-06-04 04:00:00,Compute,SKU10,41221,sec,3297.68,INR,0.0,0.08,2026-01-01,2026-06-04,2026-06,4,4,Azure,3297.68,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U206,ACCT1057,VM100018,2026-04-09 21:00:00,Storage,SKU3,24011,sec,1920.88,INR,0.0,0.08,2026-01-01,2026-04-09,2026-04,9,21,GCP,1920.88,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U207,ACCT1038,VM100168,2026-05-08 13:00:00,Storage,SKU7,27330,sec,2186.4,INR,0.0,0.08,2026-01-01,2026-05-08,2026-05,8,13,Azure,2186.4,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U208,ACCT1017,VM100277,2026-05-30 13:00:00,Database,SKU6,24076,sec,1926.08,INR,100.0,0.08,2026-01-01,2026-05-30,2026-05,30,13,Azure,2026.08,0.08415351387273633,5.19,,,,,,,,,,,,Healthy,Low,0.0
U209,ACCT1033,VM100247,2026-06-15 02:00:00,Database,SKU4,19442,sec,1555.36,INR,0.0,0.08,2026-01-01,2026-06-15,2026-06,15,2,GCP,1555.36,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U210,ACCT1060,VM100039,2026-01-25 00:00:00,Storage,SKU13,49524,sec,3961.92,INR,0.0,0.08,2026-01-01,2026-01-25,2026-01,25,0,AWS,3961.92,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U211,ACCT1072,VM100188,2026-01-16 09:00:00,Compute,SKU9,25958,sec,2076.64,INR,0.0,0.08,2026-01-01,2026-01-16,2026-01,16,9,Azure,2076.64,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U212,ACCT1069,VM100064,2026-03-19 14:00:00,Database,SKU19,24255,sec,1940.4,INR,0.0,0.08,2026-01-01,2026-03-19,2026-03,19,14,Azure,1940.4,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U213,ACCT1049,VM100191,2026-01-19 11:00:00,Storage,SKU16,44326,sec,3546.08,INR,0.0,0.08,2026-01-01,2026-01-19,2026-01,19,11,GCP,3546.08,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U214,ACCT1004,VM100288,2026-02-25 23:00:00,Storage,SKU3,40082,sec,3206.56,INR,0.0,0.08,2026-01-01,2026-02-25,2026-02,25,23,AWS,3206.56,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U215,ACCT1082,VM100238,2026-06-05 04:00:00,Database,SKU14,46045,sec,3683.6,INR,0.0,0.08,2026-01-01,2026-06-05,2026-06,5,4,Azure,3683.6,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U216,ACCT1015,VM100072,2026-01-08 17:00:00,Database,SKU16,2538,sec,203.04,INR,100.0,0.08,2026-01-01,2026-01-08,2026-01,8,17,GCP,303.03999999999996,0.11940110323089045,49.25,,,,,,,,,,,,Healthy,Low,0.0
U217,ACCT1015,VM100050,2026-02-10 01:00:00,Storage,SKU13,35328,sec,2826.24,INR,0.0,0.08,2026-01-01,2026-02-10,2026-02,10,1,Azure,2826.24,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U218,ACCT1059,VM100190,2026-04-25 10:00:00,Network,SKU19,48802,sec,3904.16,INR,0.0,0.08,2026-01-01,2026-04-25,2026-04,25,10,GCP,3904.16,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U219,ACCT1096,VM100080,2026-06-01 02:00:00,Compute,SKU16,27289,sec,2183.12,INR,0.0,0.08,2026-01-01,2026-06-01,2026-06,1,2,AWS,2183.12,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U220,ACCT1079,VM100209,2026-06-10 06:00:00,Compute,SKU12,18433,sec,1474.64,INR,0.0,0.08,2026-01-01,2026-06-10,2026-06,10,6,AWS,1474.64,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U221,ACCT1028,VM100228,2026-03-17 21:00:00,Database,SKU4,15573,sec,1245.84,INR,0.0,0.08,2026-01-01,2026-03-17,2026-03,17,21,AWS,1245.84,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U222,ACCT1088,VM100189,2026-04-03 22:00:00,Database,SKU2,42359,sec,3388.72,INR,0.0,0.08,2026-01-01,2026-04-03,2026-04,3,22,AWS,3388.72,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
